Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,AVG,OBP,SLG,GDP,CS,H,OPS,NameASCII,PlayerId,MLBAMID
"Josh Smith","TEX",73,253,2,23,16,4,0.110671936,0.197628458,0.197183098,0.306772908,0.248826291,1,3,42,0.555599199,"Josh Smith",26396,669701
"Jorge Soler","MIA",72,306,13,32,34,0,0.101307189,0.294117647,0.207407407,0.295081967,0.4,9,2,56,0.695081967,"Jorge Soler",14221,624585
"Danny Jansen","TOR",72,248,15,34,44,1,0.100806451,0.177419354,0.260465116,0.338709677,0.516279069,1,0,56,0.854988746,"Danny Jansen",16535,643376
"TJ Friedl","CIN",72,258,8,33,25,7,0.077519379,0.155038759,0.24,0.313953488,0.435555555,3,2,54,0.749509043,"TJ Friedl",19522,670770
"Nick Fortes","MIA",72,240,9,41,24,5,0.075,0.1875,0.230414746,0.304166666,0.391705069,5,3,50,0.695871735,"Nick Fortes",21538,663743
"Vinnie Pasquantino","KCR",72,298,10,25,26,1,0.117449664,0.114093959,0.294573643,0.382550335,0.449612403,5,0,76,0.832162738,"Vinnie Pasquantino",27676,686469
"Rafael Montero","HOU",71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rafael Montero",12760,606160
"Alex Lange","DET",71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alex Lange",19883,656638
"Rodolfo Castro","PIT",71,278,11,25,27,5,0.07913669,0.26618705,0.233201581,0.298561151,0.42687747,6,3,59,0.725438621,"Rodolfo Castro",21987,666801
"Charlie Culberson","TEX",70,124,2,19,12,2,0.04032258,0.25,0.252173913,0.283333333,0.356521739,5,3,29,0.639855072,"Charlie Culberson",3298,518586
"Stephen Vogt","OAK",70,191,7,18,23,1,0.089005235,0.240837696,0.160714285,0.240837696,0.321428571,4,0,27,0.562266267,"Stephen Vogt",5000,519390
"Jake Diekman","- - -",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jake Diekman",5003,518617
"Brad Boxberger","MIL",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Boxberger",10133,502202
"Héctor Neris","HOU",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hector Neris",11804,593576
"Domingo Acevedo","OAK",70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Domingo Acevedo",17092,642758
"Sam Hilliard","COL",70,200,2,26,14,5,0.115,0.285,0.183908045,0.28,0.264367816,2,1,32,0.544367816,"Sam Hilliard",17954,656541
"Mike Brosseau","MIL",70,160,6,15,23,2,0.0875,0.3,0.255319148,0.34375,0.418439716,0,0,36,0.762189716,"Mike Brosseau",19683,670712
"Ernie Clement","- - -",70,179,0,19,6,0,0.061452513,0.145251396,0.184049079,0.242937853,0.208588957,3,1,30,0.45152681,"Ernie Clement",20352,676391
"Steve Cishek","WSN",69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Steve Cishek",6483,518553
"Yu Chang","- - -",69,190,4,19,15,0,0.084210526,0.310526315,0.208333333,0.289473684,0.31547619,5,1,35,0.604949874,"Yu Chang",14773,644374
"Joe Mantiply","ARI",69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Joe Mantiply",14857,573009
"Scott Barlow","KCR",69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scott Barlow",14993,605130
"Cal Mitchell","PIT",69,232,5,21,17,3,0.077586206,0.224137931,0.226415094,0.285714285,0.349056603,3,1,48,0.634770888,"Cal Mitchell",22169,668751
"Ryan Brasier","BOS",68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ryan Brasier",5615,518489
"Orlando Arcia","ATL",68,234,9,25,30,0,0.089743589,0.217948717,0.244019138,0.316239316,0.416267942,7,0,51,0.732507258,"Orlando Arcia",13185,606115
"Tyler Rogers","SFG",68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tyler Rogers",15541,643511
"Jake Fraley","CIN",68,247,12,33,28,4,0.105263157,0.218623481,0.259259259,0.344129554,0.467592592,1,1,56,0.811722146,"Jake Fraley",19260,641584
"Camilo Doval","SFG",68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Camilo Doval",21992,666808
"Dylan Coleman","KCR",68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dylan Coleman",22276,669395
"Robinson Chirinos","BAL",67,220,4,10,22,1,0.086363636,0.304545454,0.179487179,0.264840182,0.287179487,4,0,35,0.552019669,"Robinson Chirinos",3142,455139
"Caleb Thielbar","MIN",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Caleb Thielbar",10078,573204
"Jason Adam","TBR",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jason Adam",11861,592094
"Michael Fulmer","- - -",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Michael Fulmer",13218,605242
"Hoby Milner","MIL",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hoby Milner",13346,571948
"Jorge López","- - -",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jorge Lopez",14527,605347
"Josh VanMeter","PIT",67,192,3,15,14,4,0.098958333,0.234375,0.187134502,0.265625,0.29239766,3,0,32,0.55802266,"Josh VanMeter",15170,642165
"Tyler Wade","LAA",67,163,1,22,8,8,0.061349693,0.202453987,0.217687074,0.272151898,0.272108843,3,5,32,0.544260741,"Tyler Wade",15730,642180
"Ryan O'Hearn","KCR",67,145,1,14,16,0,0.055172413,0.24137931,0.23880597,0.289655172,0.320895522,2,0,32,0.610550694,"Ryan O'Hearn",16442,656811
"Raisel Iglesias","- - -",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Raisel Iglesias",17130,628452
"Tanner Scott","MIA",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tanner Scott",17586,656945
"Dillon Tate","BAL",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dillon Tate",17796,622253
"Phil Maton","HOU",67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Phil Maton",18064,664208
"Ryan Jeffers","MIN",67,236,7,25,27,0,0.097457627,0.262711864,0.207547169,0.285106382,0.363207547,6,0,44,0.648313929,"Ryan Jeffers",24618,680777
"Adam Ottavino","NYM",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adam Ottavino",1247,493603
"Hunter Strickland","CIN",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hunter Strickland",7836,519326
"Taylor Rogers","- - -",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Taylor Rogers",13449,573124
"Kyle Finnegan","WSN",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kyle Finnegan",15009,640448
"Austin Wynns","SFG",66,177,3,14,21,0,0.056497175,0.214689265,0.259259259,0.3125,0.358024691,9,0,42,0.670524691,"Austin Wynns",15271,642851
"Kyle Garlick","MIN",66,162,9,23,18,0,0.049382716,0.296296296,0.233333333,0.283950617,0.433333333,2,0,35,0.71728395,"Kyle Garlick",18063,664247
"Cooper Hummel","ARI",66,201,3,20,17,4,0.11442786,0.31840796,0.176136363,0.27363184,0.306818181,4,1,31,0.580450021,"Cooper Hummel",19458,669450
"Cionel Pérez","BAL",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cionel Perez",19614,672335
"Bryan Baker","BAL",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bryan Baker",19804,641329
"Trevor Stephan","CLE",66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trevor Stephan",19932,663986
"Matt Bush","- - -",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matt Bush",1246,456713
"Kenley Jansen","ATL",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kenley Jansen",3096,445276
"David Phelps","TOR",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"David Phelps",6316,475479
"Will Smith","- - -",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Will Smith",8048,519293
"Aaron Loup","LAA",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aaron Loup",10343,571901
"Paul Sewald","SEA",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paul Sewald",13892,623149
"Kendall Graveman","CHW",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kendall Graveman",15514,608665
"Devin Williams","MIL",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Devin Williams",15816,642207
"Brandon Lowe","TBR",65,266,8,31,25,1,0.101503759,0.229323308,0.221276595,0.308270676,0.382978723,1,0,52,0.691249399,"Brandon Lowe",18882,664040
"Colin Poche","TBR",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Colin Poche",19403,621363
"Griffin Jax","MIN",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Griffin Jax",20253,643377
"Félix Bautista","BAL",65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Felix Bautista",20666,642585
"JJ Bleday","MIA",65,238,5,21,16,4,0.12605042,0.281512605,0.166666666,0.277310924,0.308823529,5,1,34,0.586134453,"JJ Bleday",26368,668709
"Michael Brantley","HOU",64,277,5,28,26,1,0.111913357,0.108303249,0.288065843,0.369565217,0.41563786,1,1,70,0.785203077,"Michael Brantley",4106,488726
"Luis García","SDP",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Luis Garcia",6984,472610
"Andrew Chafin","DET",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Andrew Chafin",12988,605177
"Kevin Plawecki","- - -",64,186,1,15,13,0,0.075268817,0.17204301,0.220238095,0.286486486,0.285714285,6,0,37,0.572200771,"Kevin Plawecki",13807,608700
"Albert Almora Jr.","CIN",64,235,5,26,29,3,0.072340425,0.19574468,0.223255813,0.282051282,0.348837209,9,2,48,0.630888491,"Albert Almora Jr.",14109,546991
"Rowan Wick","CHC",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rowan Wick",14646,592858
"Lou Trivino","- - -",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lou Trivino",15043,642152
"Ozzie Albies","ATL",64,269,8,36,35,3,0.059479553,0.174721189,0.246963562,0.293680297,0.408906882,0,5,61,0.702587179,"Ozzie Albies",16556,645277
"Evan Phillips","LAD",64,1,0,0,0,0,1,0,0,1,0,0,0,0,1,"Evan Phillips",17734,623465
"Gregory Soto","DET",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gregory Soto",19677,642397
"John Schreiber","BOS",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"John Schreiber",20020,670167
"Andrés Muñoz","SEA",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Andres Munoz",20373,662253
"Penn Murfee","SEA",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Penn Murfee",25174,682171
"Matt Moore","TEX",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matt Moore",1890,519043
"Didi Gregorius","PHI",63,232,1,17,19,1,0.056034482,0.155172413,0.210280373,0.262931034,0.303738317,0,0,45,0.566669351,"Didi Gregorius",6012,544369
"Craig Kimbrel","LAD",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Craig Kimbrel",6655,518886
"Kevin Kiermaier","TBR",63,221,7,28,22,6,0.063348416,0.276018099,0.228155339,0.280542986,0.368932038,2,1,47,0.649475024,"Kevin Kiermaier",11038,595281
"Ildemaro Vargas","- - -",63,222,4,19,23,3,0.036036036,0.103603603,0.263157894,0.298642533,0.392344497,6,1,55,0.69098703,"Ildemaro Vargas",13324,545121
"José Ruiz","CHW",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jose Ruiz",14552,614179
"Tim Mayza","TOR",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tim Mayza",15042,641835
"Jordan Romano","TOR",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jordan Romano",16122,605447
"Dennis Santana","TEX",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dennis Santana",17878,642701
"Alex Vesia","LAD",63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alex Vesia",25007,681911
"Mark Melancon","ARI",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mark Melancon",4264,453343
"Odúbel Herrera","PHI",62,197,5,23,21,6,0.055837563,0.213197969,0.237837837,0.279187817,0.378378378,3,0,44,0.657566195,"Odubel Herrera",11476,546318
"Austin Barnes","LAD",62,212,8,31,26,2,0.12735849,0.174528301,0.212290502,0.323809523,0.379888268,5,1,38,0.703697791,"Austin Barnes",12158,605131
"Seth Lugo","NYM",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seth Lugo",12447,607625
"Clay Holmes","NYY",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clay Holmes",13649,605280
"Tyler Heineman","- - -",62,174,0,16,9,1,0.045977011,0.097701149,0.216560509,0.276470588,0.267515923,3,0,34,0.543986511,"Tyler Heineman",13897,623168
"Carlos Estévez","COL",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carlos Estevez",14542,608032
"Joe Jiménez","DET",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Joe Jimenez",15761,641729
"Trevor Richards","TOR",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trevor Richards",19309,670950
"A.J. Puk","OAK",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A.J. Puk",19343,640462
"Brian Serven","COL",62,205,6,19,16,0,0.063414634,0.214634146,0.203208556,0.261083743,0.331550802,7,0,38,0.592634545,"Brian Serven",19422,661531
"Yimi García","TOR",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yimi Garcia",12095,554340
"James McCann","NYM",61,191,3,19,18,3,0.057591623,0.240837696,0.195402298,0.256544502,0.281609195,5,0,34,0.538153697,"James McCann",12859,543510
"Edwin Díaz","NYM",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Edwin Diaz",14710,621242
"Reynaldo López","CHW",61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reynaldo Lopez",16400,625643
"David Fletcher","LAA",61,228,2,20,17,1,0.030701754,0.070175438,0.254629629,0.287610619,0.333333333,6,0,55,0.620943952,"David Fletcher",17992,664058
"Seby Zavala","CHW",61,205,2,22,21,0,0.092682926,0.312195121,0.269662921,0.346534653,0.382022471,1,0,48,0.728557124,"Seby Zavala",18887,664874
"Alejo Lopez","CIN",61,156,1,15,10,3,0.057692307,0.134615384,0.262068965,0.314102564,0.331034482,1,1,38,0.645137046,"Alejo Lopez",21127,664670
"Jesse Chavez","- - -",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jesse Chavez",5448,445926
"Bryan Shaw","CLE",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bryan Shaw",8110,543766
"Brooks Raley","TBR",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brooks Raley",10061,548384
"Erasmo Ramírez","WSN",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Erasmo Ramirez",10314,541640
"Chris Martin","- - -",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Martin",11847,455119
"Tommy La Stella","SFG",60,195,2,17,14,0,0.056410256,0.153846153,0.238888888,0.282051282,0.35,4,0,43,0.632051282,"Tommy La Stella",12371,600303
"Steven Okert","MIA",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Steven Okert",13580,595345
"Chris Stratton","- - -",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chris Stratton",13761,608717
"Amir Garrett","KCR",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Amir Garrett",14375,607237
"Scott Effross","- - -",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scott Effross",18384,664123
"Phil Bickford","LAD",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Phil Bickford",18519,641360
"Jason Foley","DET",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jason Foley",19531,671345
"Wil Crowe","PIT",60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wil Crowe",19800,640444
"Jazz Chisholm Jr.","MIA",60,241,14,39,45,12,0.087136929,0.273858921,0.253521126,0.325,0.535211267,0,5,54,0.860211267,"Jazz Chisholm Jr.",20454,665862
"Jonathan Villar","- - -",59,220,3,25,18,7,0.068181818,0.268181818,0.207920792,0.260273972,0.301980198,4,0,42,0.56225417,"Jonathan Villar",10071,542340
"Ryan Tepera","LAA",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ryan Tepera",10291,572193
"Mychal Givens","- - -",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mychal Givens",10430,571710
"Andrew Bellatti","PHI",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Andrew Bellatti",10657,571479
"Emilio Pagán","MIN",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Emilio Pagan",14771,641941
"Ryne Stanek","HOU",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ryne Stanek",15947,592773
"Diego Castillo","SEA",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Diego Castillo",17496,650895
"José Alvarado","PHI",59,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Jose Alvarado",17780,621237
"Will Vest","DET",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Will Vest",19769,676684
"Nick Madrigal","CHC",59,228,0,19,7,3,0.061403508,0.118421052,0.248803827,0.305309734,0.28229665,6,1,52,0.587606384,"Nick Madrigal",20521,663611
"Alexis Díaz","CIN",59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alexis Diaz",21132,664747
"Liam Hendriks","CHW",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Liam Hendriks",3548,521230
"Collin McHugh","ATL",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Collin McHugh",7531,543521
"David Robertson","- - -",58,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"David Robertson",8241,502085
"Robert Stephenson","- - -",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Robert Stephenson",13594,596112
"Dominic Smith","NYM",58,152,0,11,17,0,0.078947368,0.243421052,0.19402985,0.276315789,0.283582089,0,0,26,0.559897878,"Dominic Smith",15653,642086
"Tyler Nevin","BAL",58,184,2,17,16,0,0.108695652,0.25,0.197452229,0.298913043,0.261146496,4,0,31,0.560059539,"Tyler Nevin",17893,663527
"Jarlín García","SFG",58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jarlin Garcia",18282,606424
"Lewin Díaz","MIA",58,174,5,12,11,1,0.06321839,0.310344827,0.16875,0.224137931,0.2875,3,0,27,0.511637931,"Lewin Diaz",18365,650331
"Ezequiel Duran","TEX",58,220,5,25,25,4,0.054545454,0.245454545,0.235576923,0.277272727,0.365384615,3,1,49,0.642657342,"Ezequiel Duran",23733,677649
"Jarren Duran","BOS",58,223,3,23,17,7,0.062780269,0.28251121,0.220588235,0.28251121,0.362745098,1,1,45,0.645256308,"Jarren Duran",24617,680776
"Jonah Bride","OAK",58,187,1,17,6,1,0.101604278,0.171122994,0.203703703,0.301075268,0.24691358,4,0,33,0.547988848,"Jonah Bride",24703,681146
"Ian Kennedy","ARI",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ian Kennedy",6986,453178
"Daniel Bard","COL",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Daniel Bard",7115,453268
"Curt Casali","- - -",57,176,5,20,17,0,0.136363636,0.284090909,0.202702702,0.318181818,0.331081081,1,0,30,0.649262899,"Curt Casali",12510,592200
"Carl Edwards Jr.","WSN",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carl Edwards Jr.",13607,605218
"Rob Refsnyder","BOS",57,177,6,25,21,1,0.084745762,0.259887005,0.307189542,0.38418079,0.496732026,1,1,47,0.880912816,"Rob Refsnyder",13770,608701
"Mitch Haniger","SEA",57,247,11,31,34,0,0.080971659,0.263157894,0.245535714,0.307692307,0.428571428,7,0,55,0.736263735,"Mitch Haniger",14274,571745
"Giovanny Gallegos","STL",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Giovanny Gallegos",14986,606149
"Luis Torrens","SEA",57,166,3,13,15,0,0.072289156,0.301204819,0.225165562,0.28313253,0.298013245,5,0,34,0.581145775,"Luis Torrens",15905,620443
"Erik Swanson","SEA",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Erik Swanson",16587,657024
"Sam Hentges","CLE",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sam Hentges",18548,656529
"Zach McKinstry","- - -",57,185,5,21,14,7,0.086486486,0.281081081,0.19879518,0.273224043,0.361445783,0,0,33,0.634669826,"Zach McKinstry",19392,656716
"Jason Delay","PIT",57,167,1,17,11,0,0.053892215,0.299401197,0.212903225,0.26506024,0.270967741,4,2,33,0.536027981,"Jason Delay",19806,641511
"Kody Clemens","DET",57,127,5,13,17,1,0.062992125,0.259842519,0.145299145,0.196850393,0.307692307,1,0,17,0.5045427,"Kody Clemens",20572,665019
"Jhoan Duran","MIN",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jhoan Duran",21029,661395
"Brandon Hughes","CHC",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brandon Hughes",23460,676714
"Dylan Floro","MIA",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dylan Floro",13394,571670
"Joey Krehbiel","BAL",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Joey Krehbiel",13707,607216
"Josh Hader","- - -",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Josh Hader",14212,623352
"Wandy Peralta","NYY",56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wandy Peralta",14295,593974
"Joey Meneses","WSN",56,240,13,33,34,1,0.0625,0.216666666,0.324324324,0.366666666,0.563063063,13,0,72,0.929729729,"Joey Meneses",14366,608841
"Richard Bleier","MIA",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Richard Bleier",7803,542947
"Brad Hand","PHI",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brad Hand",9111,543272
"Joely Rodríguez","NYM",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Joely Rodriguez",11487,570257
"Noé Ramirez","ARI",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Noe Ramirez",12800,598287
"Dominic Leone","SFG",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dominic Leone",13763,608678
"Nomar Mazara","SDP",55,171,2,16,18,0,0.058479532,0.233918128,0.264150943,0.315789473,0.352201257,3,0,42,0.66799073,"Nomar Mazara",14553,608577
"Óscar Mercado","- - -",55,128,4,17,16,2,0.0390625,0.2265625,0.20661157,0.2421875,0.371900826,4,2,25,0.614088326,"Oscar Mercado",16375,640458
"Bryan Abreu","HOU",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bryan Abreu",16609,650556
"Tim Hill","SDP",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tim Hill",16814,657612
"Brett Martin","TEX",55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brett Martin",17369,656685
"Bubba Thompson","TEX",55,181,1,18,9,18,0.038674033,0.309392265,0.264705882,0.301675977,0.311764705,2,3,45,0.613440682,"Bubba Thompson",22261,669352
"Brent Suter","MIL",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brent Suter",13942,608718
"Jake Cave","MIN",54,177,5,17,20,2,0.062146892,0.276836158,0.213414634,0.259887005,0.384146341,2,0,35,0.644033346,"Jake Cave",14477,595909
"Mitch Garver","TEX",54,215,10,23,24,1,0.106976744,0.246511627,0.207446808,0.297674418,0.404255319,3,1,39,0.701929737,"Mitch Garver",15161,641598
"Ryan Helsley","STL",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ryan Helsley",18138,664854
"Seranthony Domínguez","PHI",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Seranthony Dominguez",19249,622554
"Zach Jackson","OAK",54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zach Jackson",19493,667427
"Jarred Kelenic","SEA",54,181,7,20,17,5,0.08839779,0.337016574,0.141104294,0.220994475,0.312883435,3,2,23,0.53387791,"Jarred Kelenic",22558,672284
"Richie Palacios","CLE",54,123,0,7,10,2,0.073170731,0.162601626,0.232142857,0.292682926,0.285714285,2,0,26,0.578397211,"Richie Palacios",24589,680700
"Alex Colomé","COL",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alex Colome",6661,517008
"Sam Moll","OAK",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sam Moll",14874,594580
"Matt Festa","SEA",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matt Festa",19330,670036
"Edward Olivares","KCR",53,174,4,24,15,2,0.057471264,0.206896551,0.285714285,0.333333333,0.409937888,1,3,46,0.743271221,"Edward Olivares",19698,658668
"Joel Kuhnel","CIN",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Joel Kuhnel",19995,669270
"Elehuris Montero","COL",53,185,6,21,20,0,0.043243243,0.324324324,0.232954545,0.27027027,0.431818181,4,0,41,0.702088451,"Elehuris Montero",20543,660707
"Johan Camargo","PHI",52,166,3,8,15,0,0.078313253,0.222891566,0.236842105,0.296969696,0.315789473,1,0,36,0.612759169,"Johan Camargo",14950,622666
"Austin Davis","- - -",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Austin Davis",17117,656354
"Brock Burke","TEX",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Brock Burke",17968,656271
"Josh Lowe","TBR",52,198,2,24,13,3,0.075757575,0.333333333,0.220994475,0.284263959,0.342541436,1,0,40,0.626805395,"Josh Lowe",19953,666139
"Jake Meyers","HOU",52,160,1,13,15,2,0.04375,0.3375,0.226666666,0.26875,0.313333333,1,1,34,0.582083333,"Jake Meyers",20308,676694
"Vidal Bruján","TBR",52,162,3,13,16,5,0.074074074,0.228395061,0.163265306,0.228395061,0.258503401,2,5,24,0.486898462,"Vidal Brujan",20536,660644
"David Villar","SFG",52,181,9,21,24,0,0.099447513,0.320441988,0.23076923,0.331491712,0.455128205,4,1,36,0.786619917,"David Villar",24782,681584
"Michael Massey","KCR",52,194,4,16,17,3,0.046391752,0.237113402,0.242774566,0.307291666,0.375722543,1,0,42,0.683014209,"Michael Massey",27684,686681
"Austin Romine","- - -",51,136,3,10,9,0,0.029411764,0.338235294,0.155038759,0.186567164,0.248062015,2,0,20,0.434629179,"Austin Romine",5491,519222
"Kurt Suzuki","LAA",51,159,4,10,15,0,0.094339622,0.182389937,0.179856115,0.265822784,0.294964028,3,0,25,0.560786812,"Kurt Suzuki",8259,435559
"Duane Underwood Jr.","PIT",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Duane Underwood Jr.",14677,621249
"Andrés Machado","WSN",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Andres Machado",14681,600921
"Trevor Larnach","MIN",51,180,5,22,18,0,0.1,0.316666666,0.23125,0.305555555,0.40625,1,0,37,0.711805555,"Trevor Larnach",21501,663616
"Jake Burger","CHW",51,183,8,20,26,0,0.054644808,0.306010928,0.25,0.302197802,0.458333333,7,0,42,0.760531135,"Jake Burger",22275,669394
"Jed Lowrie","OAK",50,184,3,14,16,1,0.081521739,0.211956521,0.179640718,0.244565217,0.263473053,5,0,30,0.50803827,"Jed Lowrie",4418,476704
"Ryan Pressly","HOU",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ryan Pressly",7005,519151
"Lucas Luetge","NYY",50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lucas Luetge",8337,476595
