W,L,ERA,WHIP,G,GS,QS,SV,BS,HLD,IP,SO,K/9,BB/9,HR/9,GB%,LD%,FB%,FBv,NameASCII,PlayerId,MLBAMID
10,9,4.983870559,1.381720317,33,33,17,0,0,0,186,176,8.516128334,3.435483589,1.499999877,0.303085299,0.194192377,0.502722323,89.8673938,Marco Estrada,1118,462136
2,1,2.547170178,1.018868071,23,0,0,0,1,4,17.2,21,10.69811475,3.566038249,2.037736142,0.341463414,0.073170731,0.585365853,89.8625,Buddy Baumann,9309,571473
15,9,2.955223881,1.179104478,32,32,22,0,0,0,201,188,8.417910448,3.537313433,0.940298507,0.458256029,0.191094619,0.35064935,89.8528639,Gio Gonzalez,7448,461829
5,9,4.881918862,1.38376385,18,15,7,0,0,0,90.1,83,8.269372766,3.785977893,0.896678975,0.505703422,0.205323193,0.288973384,89.83260394,Doug Fister,9425,450729
0,0,13.49998873,2.699997747,2,0,0,0,0,0,3.1,4,10.79999099,2.699997747,5.399995494,0.461538461,0.23076923,0.307692307,89.8125,Sean Gilmartin,12781,543219
0,0,2.769230363,0.846153722,12,0,0,0,0,0,13,14,9.69230627,3.461537954,1.384615181,0.466666666,0.166666666,0.366666666,89.79452055,Noe Ramirez,12800,598287
1,0,3.48387204,0.677419563,3,2,1,0,0,0,10.1,7,6.096776069,0.87096801,0.87096801,0.448275862,0.137931034,0.413793103,89.73684211,Aaron Wilkerson,16904,658792
4,3,5.869564035,1.583850613,14,9,3,0,0,0,53.2,38,6.372669524,2.180123785,2.012421955,0.303664921,0.240837696,0.455497382,89.72771084,Phil Hughes,7450,461833
17,9,3.904180977,1.353658465,33,33,15,0,0,0,191.1,124,5.832752303,2.587107876,0.940766501,0.501628664,0.226384364,0.27198697,89.71091114,Zach Davies,13183,605200
12,5,5.108107687,1.499999876,24,23,8,0,0,0,123.1,96,7.005404828,3.283783513,1.021621537,0.472081218,0.248730964,0.279187817,89.70030272,Adam Wainwright,2233,425794
1,0,0,1.8,1,1,0,0,0,0,5,6,10.8,10.8,0,0.363636363,0.272727272,0.363636363,89.69642857,Tyler Danish,15126,641501
8,10,5.223913217,1.428260917,29,28,10,0,0,0,153.1,146,8.569565502,3.639130555,1.878260932,0.428571428,0.199546485,0.371882086,89.66269841,Mike Fiers,7754,571666
3,1,2.918919671,1.135135428,8,3,0,0,0,0,24.2,19,6.932434219,2.554054712,1.459459836,0.428571428,0.228571428,0.342857142,89.63636364,Hector Velazquez,19341,584171
1,2,12.07894434,2.210525761,5,2,0,0,0,0,12.2,4,2.84210455,7.105261375,1.421052275,0.490566037,0.264150943,0.245283018,89.6196319,Myles Jaye,11769,594867
0,0,6.750000201,2.00000006,2,1,0,0,0,0,4,2,4.500000134,2.250000067,4.500000134,0.388888888,0.111111111,0.5,89.61818182,Dietrich Enns,13932,608650
5,2,2.759124702,0.952554957,60,1,0,4,1,14,91.1,101,9.952556962,1.773723023,0.886861511,0.329004329,0.181818181,0.489177489,89.58685446,Yusmeiro Petit,4020,433589
0,0,6.750016697,2.250005566,1,0,0,0,0,0,1.1,1,6.750016697,6.750016697,6.750016697,0.4,0.4,0.2,89.53333333,Justin Marks,10265,476123
8,8,6.136363332,1.519480444,22,20,8,0,0,0,102.2,72,6.311687999,3.681817999,1.665584333,0.396341463,0.185975609,0.417682926,89.53122172,Adam Conley,14457,543045
2,3,4.573771064,1.344262463,65,0,0,1,3,18,61,70,10.32787014,2.950820041,1.918033027,0.5,0.180232558,0.319767441,89.53069307,Luke Gregerson,4090,502381
0,0,2.454543167,0.818181056,1,1,0,0,0,0,3.2,0,0,0,0,0.5,0.142857142,0.357142857,89.52777778,Ryan Weber,10160,543901
7,7,4.769460642,1.356287301,21,21,9,0,0,0,111.1,93,7.517963385,2.829341059,1.697604635,0.427692307,0.27076923,0.301538461,89.48589342,Scott Feldman,6283,444857
1,1,5.094340906,1.556604166,37,0,0,0,1,1,35.1,23,5.858492042,3.566038634,1.018868181,0.398305084,0.20338983,0.398305084,89.39459459,Craig Breslow,4363,444520
0,1,10.43182135,2.250000683,12,0,0,0,0,0,14.2,13,7.977275148,6.136365498,4.295455849,0.415094339,0.094339622,0.490566037,89.39215686,Vidal Nuno,9674,573064
0,2,11.04545071,1.772726658,8,0,0,0,0,0,7.1,6,7.36363381,0,3.681816905,0.333333333,0.37037037,0.296296296,89.32394366,Evan Scribner,7525,519267
3,11,5.42895502,1.656836643,27,23,6,0,0,1,124.1,75,5.42895502,3.54691728,1.302949205,0.424593967,0.232018561,0.34338747,89.28978841,Matt Cain,4732,430912
0,3,6.31451676,1.81451631,11,5,0,0,0,0,41.1,39,8.491936333,5.879032846,1.959677615,0.488188976,0.157480314,0.354330708,89.28133705,Mike Bolsinger,11137,502211
0,1,6.652175913,1.478261314,10,2,0,0,0,0,23,11,4.30434912,1.565217862,2.347826793,0.406976744,0.186046511,0.406976744,89.15165877,Dillon Overton,15627,592614
2,1,1.989473844,1.184210621,57,0,0,0,0,3,63.1,26,3.694737139,1.847368569,0.852631647,0.688073394,0.114678899,0.197247706,89.10142349,Richard Bleier,7803,542947
1,0,0,0.950000725,30,0,0,1,0,8,20,18,8.10000618,2.70000206,0,0.529411764,0.215686274,0.25490196,89.09243697,Tyler Olson,14741,621397
0,3,5.31818274,1.454545707,7,3,0,0,0,0,22,16,6.54545568,4.0909098,1.22727294,0.492537313,0.253731343,0.253731343,89.07211538,Tyler Pill,12751,543652
0,0,2.010638747,1.468085434,37,0,0,0,1,7,31.1,22,6.319150347,4.595745707,0.574468213,0.452631578,0.2,0.347368421,89.04722222,Hoby Milner,13346,571948
12,8,3.316953193,1.09090905,25,25,9,0,0,0,135.2,166,11.0122846,3.250614129,1.194103149,0.369426751,0.171974522,0.458598726,89.01739851,Rich Hill,4806,448179
0,1,6.136366296,1.227273259,2,1,0,0,0,0,7.1,2,2.454546519,2.454546519,1.227273259,0.4,0.24,0.36,88.98630137,Rob Whalen,14165,547007
1,2,6.750002299,1.821429192,6,3,0,0,0,0,18.2,11,5.303573235,4.821430214,1.928572085,0.393939393,0.196969696,0.409090909,88.98265896,Chris Rowley,18820,635903
2,5,7.815791631,1.657895195,28,0,0,7,6,0,25.1,23,8.171054887,3.907895816,3.197369304,0.301204819,0.192771084,0.506024096,88.958159,Francisco Rodriguez,1642,408061
3,0,3.333333569,1.03703711,59,0,0,1,1,21,54,71,11.83333417,1.666666784,0.666666714,0.496183206,0.213740458,0.290076335,88.94559099,Joe Smith,3281,501925
1,2,7.425000177,1.575000038,4,2,1,0,0,0,13.1,13,8.775000209,4.050000097,2.700000064,0.441860465,0.116279069,0.441860465,88.9375,Jayson Aquino,13150,593969
6,0,2.938777112,1.367347684,75,0,0,1,7,19,49,69,12.67347629,4.408165668,0.734694278,0.41025641,0.205128205,0.384615384,88.93301435,Jerry Blevins,7841,460283
1,2,5.170211678,1.978722988,4,4,1,0,0,0,15.2,9,5.170211678,5.170211678,3.446807785,0.368421052,0.175438596,0.45614035,88.92528736,Nick Tepesch,11716,519344
5,6,4.270407498,1.331632446,12,12,6,0,0,0,65.1,50,6.88775403,2.617346531,1.239795725,0.497607655,0.177033492,0.325358851,88.89852008,Andrew Triggs,13533,592811
0,0,8.162792508,2.162791177,5,0,0,0,0,0,14.1,4,2.511628464,4.395349812,0.627907116,0.573770491,0.213114754,0.213114754,88.89655172,Jake Buchanan,10962,594772
4,7,6.79787303,1.734042729,39,14,3,0,1,1,94,65,6.223404887,4.308511075,1.819149121,0.356466876,0.214511041,0.429022082,88.84962406,Travis Wood,9884,475243
3,3,3.214287466,1.047619619,37,0,0,1,2,12,42,44,9.428576567,1.285714986,0.857143324,0.587719298,0.175438596,0.236842105,88.81761006,Trevor Hildenberger,17002,657610
14,5,2.903889755,1.118992979,23,23,16,0,0,0,145.2,125,7.723111049,2.903889755,0.926773326,0.668329177,0.154613466,0.177057356,88.73013375,Dallas Keuchel,9434,572971
4,5,4.358744693,1.372197403,16,13,4,0,0,0,74.1,49,5.932735832,3.147982278,1.937219863,0.493506493,0.181818181,0.324675324,88.61769115,Sam Gaviglio,12778,543208
2,1,3.785048213,0.981308796,57,0,0,0,2,12,35.2,31,7.822432974,3.280375118,1.766355833,0.425531914,0.159574468,0.414893617,88.56779661,Robby Scott,13042,582494
0,0,5.999998569,1.374999672,12,2,0,0,0,1,24,20,7.499998212,3.749999106,2.624999374,0.383561643,0.191780821,0.424657534,88.56557377,Paolo Espino,8246,502179
0,0,4.5,2,2,0,0,0,0,0,2,1,4.5,4.5,0,0.25,0.5,0.25,88.54545455,TJ House,9121,543334
0,0,10.50000668,2.500001589,6,0,0,0,0,0,6,6,9.000005722,6.000003815,3.000001907,0.363636363,0.181818181,0.454545454,88.49180328,Alejandro Chacin,13530,591701
0,0,9,3.333333333,2,0,0,0,0,0,3,0,0,12,3,0.5,0.285714285,0.214285714,88.39393939,Jason Wheeler,13128,605528
4,5,4.999999294,1.407407209,13,8,3,0,0,0,54,33,5.499999223,2.499999647,1.999999717,0.377142857,0.217142857,0.405714285,88.33333333,Christian Bergman,10925,548357
1,1,7.630436365,1.695652525,11,4,1,0,0,0,30.2,21,6.163044756,3.228261539,2.054348252,0.429906542,0.261682242,0.308411214,88.13551402,Cesar Valdez,9013,491624
0,2,9,2.357142857,4,2,0,0,0,0,14,8,5.142857143,5.785714286,3.857142857,0.388888888,0.166666666,0.444444444,88.10843373,Adam Wilk,8421,573244
1,0,6.480004697,1.560001131,12,0,0,0,0,2,8.1,4,4.320003131,4.320003131,2.160001566,0.555555555,0.222222222,0.222222222,88.08403361,Adam Kolarek,10843,592473
1,0,3.72414038,1.86207019,8,0,0,0,1,0,9.2,4,3.72414038,1.86207019,2.793105285,0.512820512,0.256410256,0.23076923,88.03030303,Seth Maness,12235,595307
1,1,3.927273817,1.036363924,27,0,0,0,0,6,18.1,12,5.890910725,2.945455363,1.472727681,0.509433962,0.188679245,0.301886792,88.02531646,Zach Duke,3840,435043
0,0,7.615386291,1.846154252,19,0,0,0,0,2,13,9,6.230770602,5.538462757,0.692307845,0.466666666,0.288888888,0.244444444,88.01388889,Tommy Layne,7501,518927
1,3,7.634482508,1.634482705,17,8,0,1,0,0,48.1,38,7.075861836,2.606896466,2.793103356,0.355421686,0.240963855,0.403614457,87.96124031,Tommy Milone,7608,543548
2,1,4.183098198,1.140844963,10,4,0,0,0,1,23.2,18,6.845069779,3.802816544,2.661971581,0.246376811,0.159420289,0.594202898,87.9478673,Troy Scribner,15570,644428
0,0,10.80000412,3.000001144,4,0,0,0,0,0,1.2,2,10.80000412,5.40000206,0,0.571428571,0.285714285,0.142857142,87.9,Kyle Crockett,15033,641490
5,1,3.512195122,1.292682927,9,6,2,1,0,0,41,37,8.12195122,2.195121951,1.317073171,0.3359375,0.265625,0.3984375,87.82264957,Andrew Albers,7853,452027
7,14,6.482517483,1.587412587,28,28,8,0,0,0,143,89,5.601398601,2.202797203,1.762237762,0.41796875,0.193359375,0.388671875,87.82184517,Bartolo Colon,375,112526
10,9,4.978722865,1.276595607,26,26,9,0,0,0,141,109,6.957446056,0.893616925,1.468084948,0.396017699,0.232300884,0.371681415,87.68010753,Josh Tomlin,9388,458708
2,3,3.430940383,1.07734843,64,0,0,2,2,17,60.1,76,11.3370204,3.580111704,1.193370568,0.477941176,0.147058823,0.375,87.67955801,Darren O'Day,3321,503285
0,0,0,0.75,4,0,0,0,0,0,4,3,6.75,2.25,0,0.363636363,0.272727272,0.363636363,87.67857143,Huston Street,8258,434718
2,0,3.709925825,1.396947378,51,0,0,0,2,5,43.2,29,5.977102718,2.679390873,1.030534951,0.531468531,0.139860139,0.328671328,87.61176471,Donnie Hart,15306,643354
2,4,4.682081131,1.682080999,37,7,0,0,1,0,57.2,33,5.150289244,5.306358616,1.872832453,0.429292929,0.171717171,0.398989898,87.58381503,David Holmberg,7725,571787
2,0,1.741935216,1.45161268,5,4,1,0,0,0,20.2,7,3.048386628,1.741935216,0,0.538461538,0.256410256,0.205128205,87.32631579,Ryan Merritt,13688,607320
2,1,4.363637246,1.545454858,13,6,1,0,0,2,33,30,8.181819837,4.909091902,1.090909312,0.340425531,0.244680851,0.414893617,87.30530973,Chris O'Grady,13818,622217
2,0,4.333333333,1.481481481,5,5,2,0,0,0,27,21,7,2.666666667,1.666666667,0.358695652,0.184782608,0.456521739,87.272,Brian Johnson,14272,598271
5,2,4.50000101,1.191176738,50,0,0,1,2,4,68,54,7.147060427,2.250000505,1.323529709,0.458937198,0.22705314,0.314009661,87.26370757,Wade LeBlanc,5221,453281
6,6,5.935345438,1.344827724,18,15,4,0,0,0,77.1,61,7.099138661,3.258621025,2.327586446,0.285123966,0.132231404,0.582644628,87.25968436,A.J. Griffin,11132,456167
0,0,13.5,3.5,1,0,0,0,0,0,2,0,0,9,0,0.363636363,0.181818181,0.454545454,87.25,Cody Martin,12182,592533
0,0,7.499999523,2.033333204,14,2,0,0,0,0,30,22,6.59999958,4.199999733,2.099999866,0.405405405,0.243243243,0.351351351,86.98253275,Chris Young,3196,432934
0,1,16.5,3.333333333,3,1,0,0,0,0,6,3,4.5,7.5,4.5,0.333333333,0.366666666,0.3,86.9787234,Chris Heston,10302,518790
3,4,3.976744539,1.162790801,49,0,0,2,3,14,43,50,10.46511721,2.51162813,1.465116409,0.245614035,0.254385964,0.5,86.87981859,Koji Uehara,9227,493157
4,2,2.504032797,1.040322805,70,1,0,11,4,7,82.2,56,6.096775506,1.633064868,0.544354956,0.666666666,0.166666666,0.166666666,86.69170579,Alex Claudio,12890,592222
0,0,2.842103837,1.052631051,17,0,0,0,0,0,19,16,7.578943564,2.842103837,0.947367946,0.283018867,0.188679245,0.528301886,86.48344371,Kyle McGrath,16793,657681
3,1,3.556886268,1.095808396,55,0,0,0,1,11,55.2,59,9.538922265,3.071856323,1.455089837,0.372413793,0.2,0.427586206,86.07096774,Sergio Romo,9817,489265
7,5,3.028639508,1.188544109,24,24,14,0,0,0,139.2,123,7.926014031,2.577565539,1.095465354,0.501265822,0.207594936,0.29113924,85.82239115,Kyle Hendricks,12049,543294
0,0,9,2,1,1,0,0,0,0,4,2,4.5,4.5,2.25,0.3125,0.4375,0.25,85.76923077,Kyle Lloyd,15378,643414
3,2,3.416326757,1.285714371,22,14,4,0,0,0,81.2,64,7.053061691,2.424489956,0.881632711,0.452,0.24,0.308,85.75827815,Brent Suter,13942,608718
18,11,4.157698973,1.330241037,32,32,16,0,0,0,179.2,134,6.712429667,2.905380005,1.352504485,0.402527075,0.193140794,0.404332129,85.58309038,Jason Vargas,8044,450306
0,4,6.790419937,1.47305406,14,9,3,0,0,0,55.2,31,5.01197662,3.556886634,2.586826643,0.369230769,0.2,0.43076923,85.5105973,Chris Smith,4544,434672
1,1,7.36363764,1.818182133,16,0,0,0,1,0,11,6,4.90909176,5.72727372,1.63636392,0.578947368,0.210526315,0.210526315,85.15702479,J.P. Howell,8245,434442
0,2,4.35483871,1.258064516,6,6,2,0,0,0,31,16,4.64516129,3.483870968,2.032258065,0.408163265,0.163265306,0.428571428,85.10880829,Hisashi Iwakuma,13048,547874
0,2,9,2.058823529,11,0,0,0,0,0,17,18,9.529411765,3.176470588,3.705882353,0.327868852,0.163934426,0.508196721,84.4969697,Josh Collmenter,7312,518567
3,6,7.352112676,1.591549296,14,14,3,0,0,0,71,45,5.704225352,2.408450704,2.915492958,0.304,0.212,0.484,83.97473684,Bronson Arroyo,978,276520
1,3,8.25,1.875,5,5,1,0,0,0,24,13,4.875,1.875,3.375,0.414893617,0.234042553,0.351063829,83.725,Steven Wright,8185,453214
0,5,7.440944435,1.488188887,9,9,4,0,0,0,42.1,23,4.889763486,2.551180949,3.401574599,0.406666666,0.22,0.373333333,83.59701493,Jered Weaver,4235,450308
10,10,4.263157895,1.368421053,31,31,18,0,0,0,190,136,6.442105263,3.173684211,1.231578947,0.469491525,0.196610169,0.333898305,83.37307692,R.A. Dickey,1245,285079
0,0,0,2.000002146,2,0,0,0,0,1,1,0,0,9.000009656,0,0.25,0.5,0.25,83.34615385,Andrew Romine,1159,461865
1,4,4.787234431,1.553191615,53,0,0,10,5,7,47,26,4.978723808,3.063830036,0.191489377,0.641509433,0.201257861,0.157232704,83.14467005,Brad Ziegler,7293,446899
0,0,27,4,1,0,0,0,0,0,1,0,0,18,0,0,0.6,0.4,81.82608696,Jesus Sucre,5942,491696
0,0,9,4,1,0,0,0,0,0,1,1,9,18,9,0.25,0,0.75,80.56666667,Carlos Ruiz,2579,434563
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.75,0,0.25,80.45454545,Luis Sardinas,13153,596143
0,0,0,2,1,0,0,0,0,0,1,0,0,18,0,0.333333333,0.333333333,0.333333333,79.91666667,Miguel Montero,3364,471083
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0.75,0,0.25,79.5,Michael Martinez,7358,492841
0,0,12,1.666666667,2,0,0,0,0,0,3,0,0,0,9,0.357142857,0.071428571,0.571428571,78.93181818,Kevin Plawecki,13807,608700
0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0.166666666,0,0.833333333,78.80952381,Daniel Descalso,8392,518614
0,0,27,3,1,0,0,0,0,0,1,0,0,18,0,0.25,0.5,0.25,75.2,Norichika Aoki,13075,493114
0,0,18,2,1,0,0,0,0,0,1,0,0,0,9,0.4,0,0.6,73.73684211,Tyler White,15564,643603
0,0,0,2,1,0,0,0,0,0,1,0,0,9,0,0.25,0.25,0.5,71.70588235,Hernan Perez,5751,541650
0,0,0,0.750000179,2,0,0,0,0,0,1.1,0,0,6.750001609,0,0.666666666,0,0.333333333,71.08333333,Erick Aybar,4082,430947
0,0,7.200001373,1.400000267,6,0,0,0,0,0,5,0,0,0,1.800000343,0.272727272,0.181818181,0.545454545,70.453125,Chris Gimenez,7324,460269
0,0,9,3,1,0,0,0,0,0,1,0,0,0,0,0.166666666,0.5,0.333333333,70.13636364,Mike Freeman,11241,502273
0,0,18,3,1,0,0,0,0,0,1,0,0,9,9,0.6,0,0.4,65.80952381,Scooter Gennett,10339,571697
0,0,9,1,1,0,0,0,0,0,1,0,0,0,9,0.5,0,0.5,65.58333333,Rob Brantly,10655,542963
0,0,36,5,1,0,0,0,0,0,1,0,0,0,0,0.125,0.375,0.5,60.9375,Brett Nicholas,11192,592592
0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.5,0.5,57.26666667,Jon Jay,5227,445055
1,1,12.0000124,3.666670455,9,0,0,0,3,0,3,0,0,12.0000124,9.000009298,0.5625,0.25,0.1875,,Xavier Cedeno,36,458584
3,2,2.977942012,0.970588508,46,0,0,2,2,20,45.1,52,10.32353231,1.389706272,1.389706272,0.48275862,0.163793103,0.353448275,,Will Harris,3192,501789
4,6,3.521740299,1.213043881,79,0,0,3,3,26,76.2,73,8.56956806,2.582609552,0.586956716,0.558685446,0.220657276,0.220657276,,Bryan Shaw,8110,543766
