W,L,ERA,WHIP,G,GS,QS,SV,BS,HLD,IP,SO,K/9,BB/9,HR/9,GB%,LD%,FB%,FBv,NameASCII,PlayerId,MLBAMID
2,2,4.090910864,1.454546085,4,4,1,0,0,0,22,20,8.181821729,4.909093037,0.409091086,0.439393939,0.212121212,0.348484848,94.93693694,Shelby Miller,10197,571946
0,0,4.500003487,2.250001743,8,0,0,0,0,0,4,4,9.000006974,4.500003487,4.500003487,0.384615384,0.153846153,0.461538461,94.93220339,Dan Runzler,4080,502130
7,5,4.923529964,1.341176621,46,0,0,0,2,5,56.2,60,9.529412834,4.60588287,1.588235472,0.34,0.22,0.44,94.92257002,Hansel Robles,11801,570663
0,0,3.6,2.4,6,0,0,0,0,0,5,10,18,14.4,0,0.4,0.3,0.3,94.89855072,Austin Adams,13801,613534
7,4,4.214634931,1.156097776,62,0,0,1,1,3,68.1,63,8.29756252,2.107317465,1.712195441,0.353846153,0.184615384,0.461538461,94.89395808,Jose Torres,14957,600526
0,0,4.5,2.5,1,0,0,0,0,0,2,0,0,4.5,0,0.444444444,0.333333333,0.222222222,94.84615385,Jorge Lopez,14527,605347
0,3,3.702858222,1.542857593,43,0,0,0,0,3,58.1,45,6.942859167,4.011429741,0.925714556,0.505555555,0.2,0.294444444,94.8202765,Jhan Marinez,5830,501697
1,6,4.649007709,1.29139103,52,0,0,2,4,13,50.1,46,8.225167485,3.933775754,1.251655922,0.333333333,0.170212765,0.4964539,94.78864971,Joaquin Benoit,1437,276542
6,2,3.000000347,1.378788038,66,0,0,1,4,22,66,76,10.36363756,5.181818781,0.681818261,0.43030303,0.23030303,0.339393939,94.7728,Kyle Barraclough,13713,607457
0,0,7.448277087,1.965517565,10,0,0,0,0,0,9.2,5,4.655173179,2.793103908,2.793103908,0.384615384,0.205128205,0.41025641,94.76363636,Zac Reininger,15285,643617
1,0,0.818181889,1.000000087,9,0,0,0,0,0,11,9,7.363637002,4.909091335,0,0.464285714,0.142857142,0.392857142,94.74193548,Ben Heller,15100,621294
2,0,2.805195187,0.857142974,53,0,0,24,2,9,51.1,62,10.87013135,1.753246992,0.876623496,0.314516129,0.18548387,0.5,94.73149492,Sean Doolittle,1581,448281
4,2,4.218751509,1.250000447,70,0,0,1,3,16,64,78,10.96875392,3.234376157,0.984375352,0.415204678,0.192982456,0.391812865,94.7184241,Liam Hendriks,3548,521230
2,0,4.618421632,1.460526499,43,0,0,0,0,1,50.2,33,5.861842841,3.375000424,0.710526405,0.451807228,0.192771084,0.355421686,94.70025189,Luke Jackson,11752,592426
0,0,2.531249698,1.312499844,11,0,0,1,0,5,10.2,13,10.96874869,8.437498994,0.843749899,0.59090909,0.136363636,0.272727272,94.6953125,Jake Diekman,5003,518617
4,5,3.013393268,1.258928743,74,0,0,26,3,4,74.2,86,10.36607284,3.133928998,1.084821576,0.326530612,0.229591836,0.443877551,94.68174204,Hector Neris,11804,593576
6,4,2.327587049,1.034483133,70,0,0,2,3,27,77.1,91,10.59052107,2.560345754,0.698276115,0.438502673,0.155080213,0.406417112,94.68032787,Anthony Swarzak,7466,461872
8,15,4.693002944,1.442438134,33,25,9,1,0,0,147.2,120,7.313770822,4.693002944,1.218961804,0.58095238,0.202380952,0.216666666,94.67690339,Tyler Chatwood,4338,543022
2,1,6.402063618,1.654639631,57,0,0,0,1,3,64.2,42,5.845362434,4.731960066,2.226804737,0.403755868,0.211267605,0.384976525,94.64242424,Chris Beck,13418,571476
3,7,5.212354598,1.5868724,17,17,6,0,0,0,86.1,81,8.444014449,4.169883679,1.563706379,0.474708171,0.225680933,0.299610894,94.61786085,Zack Wheeler,10310,554430
1,2,4.223464812,1.324022699,49,0,0,1,4,11,59.2,63,9.502795828,3.167598609,1.50838029,0.325443786,0.213017751,0.461538461,94.61747573,Chris Hatcher,3299,501822
0,0,5.625002347,2.125000887,12,0,0,0,0,0,8,3,3.375001408,7.875003286,1.125000469,0.466666666,0.366666666,0.166666666,94.59349593,Nick Gardewine,16513,643320
3,4,3.375000805,0.859375205,66,0,0,39,10,0,64,83,11.67187778,1.265625302,0.421875101,0.480263157,0.177631578,0.342105263,94.59259259,Roberto Osuna,13764,532077
1,2,5.112427189,1.704142396,54,0,0,0,0,7,56.1,68,10.86390778,5.112427189,1.597633497,0.428571428,0.223602484,0.347826086,94.5819398,Josh Smoker,10285,519294
5,4,4.228916051,1.192771194,61,0,0,39,6,0,55.1,65,10.57229013,4.228916051,0.487951852,0.522388059,0.156716417,0.320895522,94.57413793,Fernando Rodney,494,407845
0,0,7.36363764,2.7272732,3,0,0,0,0,0,3.2,2,4.90909176,2.45454588,2.45454588,0.333333333,0.222222222,0.444444444,94.57352941,Max Povse,16165,605428
2,7,7.693548387,2.016129032,15,13,3,0,0,1,62,56,8.129032258,6.387096774,1.887096774,0.432160804,0.20603015,0.361809045,94.5672956,Tyler Glasnow,14374,607192
0,1,1.760869711,1.239130538,15,0,0,0,0,1,15.1,14,8.217391986,3.521739422,1.173913141,0.465116279,0.186046511,0.348837209,94.49295775,Andrew Kittredge,12828,552640
5,2,4.683675065,1.63775566,61,1,0,0,1,8,65.1,51,7.025512597,4.683675065,1.37755149,0.591133004,0.172413793,0.236453201,94.48998665,Jeremy Jeffress,9490,502026
3,3,4.72028035,1.321678498,8,8,5,0,0,0,47.2,30,5.66433642,2.643356996,1.321678498,0.302469135,0.216049382,0.481481481,94.45628998,Reynaldo Lopez,16400,625643
6,6,2.549356557,1.017167515,65,0,0,6,3,17,77.2,88,10.19742623,2.549356557,0.579399218,0.424083769,0.162303664,0.413612565,94.44,Mike Minor,10021,501985
0,0,4.218751949,1.218750563,47,0,0,0,1,9,42.2,52,10.96875507,2.531251169,2.109375974,0.412844036,0.155963302,0.43119266,94.43418803,Tony Cingrani,12555,571561
3,3,4.115855286,1.262195621,37,0,0,0,1,6,54.2,63,10.37195532,2.963415806,1.646342114,0.455782312,0.204081632,0.340136054,94.42666667,Adam Morgan,12580,605388
3,0,2.559242446,1.052133006,65,0,0,1,4,11,70.1,81,10.36493191,2.943128813,0.767772734,0.40229885,0.178160919,0.419540229,94.41467577,Dominic Leone,13763,608678
6,5,5.889262047,1.469798733,23,16,7,0,0,0,99.1,82,7.429530582,3.624161259,1.359060472,0.411003236,0.177993527,0.411003236,94.40445269,Jeff Hoffman,17432,656546
8,10,6.0225557,1.511278022,26,26,8,0,0,0,133,140,9.473683124,3.857142415,1.691729129,0.437665782,0.198938992,0.363395225,94.40410959,Nick Pivetta,15454,601713
2,3,5.062502655,1.631250856,63,0,0,0,2,21,53.1,63,10.63125558,6.581253452,1.350000708,0.372262773,0.218978102,0.408759124,94.37689394,Adam Ottavino,1247,493603
6,3,2.655737622,1.254098321,45,0,0,1,1,12,40.2,35,7.745901397,4.647540838,0.442622937,0.495495495,0.207207207,0.297297297,94.36787565,Tony Zych,12876,543964
2,7,4.213873297,1.473988602,59,0,0,0,3,9,57.2,75,11.7052036,4.369942678,0.624277525,0.373333333,0.266666666,0.36,94.35460993,Edubray Ramos,16086,591693
17,8,2.897356212,0.970451034,32,32,23,0,0,0,214.1,308,12.93312628,1.805598799,1.007776074,0.386831275,0.203703703,0.40946502,94.35192878,Chris Sale,10603,519242
0,0,8.027029717,2.432433247,8,0,0,0,0,1,12.1,8,5.837839794,2.918919897,1.459459948,0.46,0.24,0.3,94.34545455,Stefan Crichton,16058,592233
10,5,4.678218109,1.29950503,36,20,7,0,0,1,134.2,102,6.816832102,3.141089302,1.202970371,0.501234567,0.21728395,0.281481481,94.33396226,Antonio Senzatela,15488,622608
4,2,2.301136613,1.142045578,59,0,0,32,1,0,58.2,79,12.1193195,4.295455011,0.920454645,0.404580152,0.213740458,0.381679389,94.32741617,Wade Davis,7441,451584
15,5,2.888888617,1.154320879,28,28,16,0,0,0,162,218,12.11110997,3.944444073,1.277777657,0.402739726,0.194520547,0.402739726,94.32605985,Robbie Ray,11486,592662
4,5,3.395209503,1.383233501,54,0,0,0,8,21,55.2,62,10.02395187,4.203592718,0.808383215,0.452054794,0.253424657,0.294520547,94.31225296,David Phelps,6316,475479
5,7,4.036082157,1.329896803,24,24,7,0,0,0,129.1,119,8.280927184,4.10566978,1.043814351,0.438888888,0.183333333,0.377777777,94.31075697,Blake Snell,13543,605483
2,3,4.813953488,1.325581395,8,8,3,0,0,0,43,32,6.697674419,2.930232558,1.046511628,0.47368421,0.187969924,0.338345864,94.30787037,Brandon Woodruff,16162,605540
1,1,5.094339806,1.698113269,12,1,0,1,0,0,17.2,17,8.66037767,9.679245631,1.528301942,0.604651162,0.139534883,0.255813953,94.30177515,Cody Reed,15232,642003
0,1,11.11765439,2.294119159,3,1,0,0,0,0,5.2,7,11.11765439,9.529418046,1.588236341,0.375,0.25,0.375,94.29761905,Tim Melville,9149,543532
1,1,9.000000495,1.615384704,10,1,0,0,0,0,13,20,13.84615461,2.769230922,2.076923191,0.411764705,0.323529411,0.264705882,94.29375,Dayan Diaz,11543,500765
9,15,4.420545963,1.136436653,32,32,20,0,0,0,207.2,205,8.884430612,1.386837949,1.300160577,0.414715719,0.220735785,0.364548494,94.29319372,Jeff Samardzija,3254,502188
2,3,4.153846916,1.355769479,9,4,1,0,0,0,34.2,26,6.750001238,2.076923458,1.298077161,0.381818181,0.136363636,0.481818181,94.28476821,Gabriel Ynoa,12938,593679
2,3,2.076923188,0.986014039,35,0,0,0,1,12,47.2,68,12.83916152,4.153846375,0.755244796,0.344444444,0.144444444,0.511111111,94.28278041,Josh Hader,14212,623352
6,3,3.374999856,1.191964235,16,11,7,0,0,1,74.2,76,9.160713896,2.89285702,0.964285673,0.399061032,0.215962441,0.384976525,94.28103683,David Price,3184,456034
1,0,5.242718641,1.543689378,25,0,0,0,0,1,34.1,37,9.699029485,4.718446777,2.097087456,0.346938775,0.142857142,0.510204081,94.27386935,Felix Pena,13403,570240
3,7,2.940594948,1.158416192,69,0,0,30,4,4,67.1,92,12.29703342,2.806931541,1.202970661,0.335365853,0.201219512,0.463414634,94.27131783,Cody Allen,12183,592102
18,6,3.285,1.095,32,32,19,0,0,0,200,226,10.17,2.07,0.945,0.452054794,0.217221135,0.33072407,94.25273224,Carlos Carrasco,6632,471911
8,11,4.67413471,1.509165063,29,29,16,0,0,0,163.2,118,6.488798774,3.574338308,0.934826942,0.617760617,0.171814671,0.21042471,94.236875,Luis Perdomo,14682,606131
1,1,7.012987708,1.753246927,27,0,0,0,1,3,25.2,26,9.11688402,2.103896312,2.103896312,0.471910112,0.258426966,0.269662921,94.22916667,Jake Petricka,10534,502593
3,2,4.534352994,1.328244816,40,0,0,9,1,2,43.2,51,10.51145467,4.122139085,1.44274868,0.351851851,0.222222222,0.425925925,94.21471173,Juan Minaya,10341,573668
1,2,3.590425896,1.180851184,26,5,0,1,1,2,62.2,60,8.617022151,2.010638502,0.861702215,0.458563535,0.226519337,0.314917127,94.20336134,Randall Delgado,5985,517414
2,3,5.961038223,1.402597229,8,4,1,0,0,0,25.2,25,8.766232681,3.506493072,0.350649307,0.364864864,0.229729729,0.405405405,94.19622642,Anthony Banda,14706,607455
7,4,4.247191648,1.297753004,22,22,9,0,0,0,118.2,132,10.01123746,3.03370832,0.606741664,0.613003095,0.191950464,0.195046439,94.18596059,Lance McCullers Jr.,14120,621121
0,1,6.89361814,2.170213118,20,0,0,0,0,1,15.2,16,9.191490854,6.319149962,1.148936357,0.425531914,0.276595744,0.29787234,94.18229167,Jonathan Broxton,4759,455009
10,12,3.857143304,1.162500135,31,31,19,0,0,0,186.2,209,10.07678688,2.796428895,1.301785865,0.407407407,0.224279835,0.368312757,94.16666667,Yu Darvish,13074,506433
0,0,11.57143015,2.571428922,3,0,0,0,0,0,4.2,3,5.785715074,7.714286765,3.857143383,0.277777777,0.222222222,0.5,94.16666667,Mike Mayers,15451,594577
0,1,5.142857844,1.714285948,6,0,0,0,0,2,7,5,6.428572304,7.714286765,0,0.315789473,0.157894736,0.526315789,94.16216216,Ernesto Frieri,5178,457117
1,1,4.354839647,1.54838743,32,0,0,0,1,2,41.1,33,7.185485418,3.048387753,0.653225947,0.341269841,0.293650793,0.365079365,94.16103896,Blaine Boyer,2237,430641
0,0,2.438710338,0.92903251,50,0,0,0,1,5,51.2,51,8.883873373,1.916129551,1.393548764,0.251798561,0.187050359,0.561151079,94.15801354,John Brebbia,12777,605154
1,2,4.725001464,1.200000372,68,0,0,0,1,15,53.1,42,7.087502197,2.868750889,1.012500314,0.389937106,0.201257861,0.408805031,94.15765766,Jarlin Garcia,18282,606424
0,1,6.749995172,1.999998569,5,0,0,0,0,1,4,5,11.24999195,6.749995172,0,0.25,0.416666666,0.333333333,94.14893617,Tanner Scheppers,10267,489294
0,1,4.081395711,1.500000133,24,0,0,0,0,0,28.2,23,7.220930873,5.651163292,1.255814065,0.379310344,0.229885057,0.390804597,94.13899614,Johnny Barbato,11440,592127
0,1,4.868852307,1.278688485,16,0,0,0,1,0,20.1,22,9.737704614,2.213114685,1.327868811,0.355932203,0.220338983,0.423728813,94.1038961,Giovanny Gallegos,14986,606149
2,6,4.209678585,1.338710048,60,3,0,19,4,3,62,74,10.74193846,3.919355924,1.161290644,0.44785276,0.245398773,0.306748466,94.09349593,Bud Norris,9492,502032
16,6,2.511627843,0.901993333,31,31,22,0,0,0,200.2,268,12.01993325,2.466777346,0.986710938,0.365296803,0.168949771,0.465753424,94.09024552,Max Scherzer,3137,453286
0,0,13.50001408,3.750003912,8,0,0,0,0,0,1.1,2,13.50001408,0,6.750007041,0.428571428,0.285714285,0.285714285,94.08333333,Wei-Chung Wang,14382,623913
0,0,14.72728773,3.818185708,4,0,0,0,0,0,3.2,2,4.90909591,19.63638364,2.454547955,0.4,0.2,0.4,94.07526882,Christian Bethancourt,10028,542194
8,5,2.677686795,0.942149057,62,0,0,4,6,24,80.2,100,11.15702831,2.900827361,1.227273114,0.397790055,0.154696132,0.447513812,94.06349206,Chris Devenski,12763,606965
4,5,3.970588948,1.111764905,62,0,0,1,3,20,56.2,88,13.9764731,3.017647601,1.905882695,0.289256198,0.14876033,0.561983471,94.04983389,Kirby Yates,9073,489446
1,0,4.408163094,1.469387698,13,0,0,0,0,0,16.1,17,9.367346574,4.95918348,2.204081547,0.347826086,0.173913043,0.478260869,94.04761905,Yacksel Rios,15007,605441
0,1,5.142855742,1.619047178,16,0,0,0,0,0,21,24,10.28571148,5.142855742,2.571427871,0.35,0.216666666,0.433333333,94.03461538,Michael Tonkin,10315,543859
4,3,1.436170184,0.829787217,57,0,0,2,2,27,62.2,95,13.64361674,3.015957386,0.430851055,0.394957983,0.243697478,0.361344537,94.03125,Andrew Miller,6785,453192
4,4,4.211009322,1.527522989,67,0,0,1,3,13,72.2,56,6.935780059,4.087156106,1.238532153,0.457399103,0.201793721,0.340807174,94.02212389,Carlos Torres,7624,448614
17,9,4.185255456,1.366729763,32,31,15,0,0,0,176.1,196,10.00378133,3.062382041,1.275992517,0.463768115,0.21532091,0.320910973,94.00645995,Trevor Bauer,12703,545333
0,1,7.714284401,1.660714003,9,2,0,0,0,0,18.2,18,8.678569951,4.82142775,1.9285711,0.275862068,0.293103448,0.431034482,93.98245614,Caleb Smith,14875,592761
0,0,63.00006759,10.00001073,2,0,0,0,0,0,1,1,9.000009656,9.000009656,0,0.2,0.4,0.4,93.97142857,Glenn Sparkman,15200,642098
2,0,0,0.656250098,11,0,0,1,0,2,10.2,9,7.593751132,1.687500251,0,0.538461538,0.038461538,0.423076923,93.95890411,Jimmie Sherfy,15118,642073
0,3,5.766991786,1.485437278,24,2,0,0,1,5,34.1,25,6.553399757,2.359223913,2.621359903,0.504504504,0.153153153,0.342342342,93.95015576,Drew VerHagen,13424,572403
2,7,5.125000543,1.500000159,15,15,4,0,0,0,72,68,8.500000901,4.25000045,1.875000199,0.425120772,0.22705314,0.347826086,93.91067285,Vince Velasquez,11189,592826
0,0,9.391305127,2.217391488,6,0,0,0,0,0,7.2,4,4.695652563,5.869565704,1.173913141,0.344827586,0.206896551,0.448275862,93.90243902,Evan Marshall,12297,605359
12,6,3.490494094,1.249049357,29,29,17,0,0,0,175.1,199,10.2148283,2.463878184,0.821292728,0.503225806,0.223655913,0.273118279,93.89317507,Jimmy Nelson,10547,519076
6,5,4.432835695,1.298507426,48,0,0,6,5,10,44.2,53,10.67910417,3.425373037,1.007462658,0.428571428,0.168067226,0.403361344,93.88888889,Cam Bedrosian,13360,592135
1,3,4.432834559,1.388059306,18,0,0,0,0,0,22.1,10,4.029849599,4.029849599,1.20895488,0.54054054,0.189189189,0.27027027,93.88571429,Rob Scahill,9286,543746
4,5,4.271186717,1.355932291,63,0,0,16,7,4,59,57,8.694915816,3.35593242,1.220339062,0.40116279,0.215116279,0.38372093,93.88335925,Santiago Casilla,2873,433586
1,0,4.714288283,1.380953134,38,0,0,0,1,4,21,28,12.00000654,3.857144959,0.857143324,0.5,0.23076923,0.269230769,93.88275862,Boone Logan,5525,457429
1,0,6.882356802,1.647059748,19,0,0,0,0,2,17,27,14.29412567,2.117648247,1.588236185,0.416666666,0.291666666,0.291666666,93.87951807,Tim Mayza,15042,641835
8,4,4.391002997,1.287197096,17,17,9,0,0,0,96.1,92,8.595154802,1.961937509,1.868511913,0.508591065,0.18556701,0.305841924,93.86985392,Michael Pineda,5372,501381
1,0,5.884615816,1.346153945,30,0,0,1,0,6,26,28,9.692308403,4.50000033,1.384615486,0.464788732,0.154929577,0.38028169,93.86231884,Sammy Solis,11457,519301
0,0,4.959185218,1.224490177,22,0,0,0,0,1,32.2,26,7.163267537,1.928572029,1.653061739,0.505050505,0.171717171,0.323232323,93.84142395,Austin Brice,17237,592169
5,7,6.701439585,1.69424479,19,18,4,0,0,0,92.2,67,6.507194959,4.564748703,2.039568569,0.430463576,0.231788079,0.337748344,93.81680162,Matt Harvey,11713,518774
1,5,7.751198153,1.693780337,38,5,0,0,0,2,69.2,55,7.105264974,2.842105989,2.066986174,0.493775933,0.190871369,0.315352697,93.8037518,Jordan Lyles,7593,543475
0,0,17.18180329,2.999997399,3,0,0,0,0,0,3.2,3,7.36362998,9.818173306,4.909086653,0.266666666,0.266666666,0.466666666,93.79032258,Wilmer Font,5257,521655
0,0,14.29413368,2.647061793,5,0,0,0,0,0,5.2,3,4.764711228,4.764711228,6.352948304,0.458333333,0.125,0.416666666,93.78481013,Richard Rodriguez,13549,593144
3,6,5.296650331,1.507176923,14,13,6,0,0,0,69.2,55,7.105262639,3.488038023,0.516746374,0.455752212,0.252212389,0.292035398,93.76809651,Jesse Hahn,13287,534910
8,2,4.751074517,1.339056232,63,0,0,0,3,3,77.2,64,7.416311441,3.128756389,1.506438262,0.508620689,0.189655172,0.301724137,93.76040172,Dustin McGowan,8600,430661
9,9,3.489406554,1.328389745,28,28,12,0,0,0,157.1,146,8.351694375,3.489406554,0.972457564,0.489130434,0.182608695,0.328260869,93.75709001,Taijuan Walker,11836,592836
3,13,5.339832897,1.395543183,44,18,5,1,2,9,119.2,97,7.295264663,3.15877439,1.128133711,0.556756756,0.175675675,0.267567567,93.75588235,Joe Biagini,13194,607352
0,1,3.823011044,1.380531766,55,0,0,0,2,9,37.2,33,7.884960277,3.584072853,1.194690951,0.427272727,0.2,0.372727272,93.72207792,Daniel Stumpf,13780,621385
3,1,3.109091987,1.036363996,64,0,0,2,2,18,55,52,8.50909386,1.472727783,0.654545682,0.430463576,0.165562913,0.403973509,93.71566265,David Hernandez,4259,456696
3,1,4.207794814,1.305195613,65,0,0,0,1,17,51.1,45,7.889615275,3.681820462,1.227273487,0.452054794,0.164383561,0.383561643,93.70098039,Jorge De La Rosa,2047,407822
1,0,3.506495157,1.344156477,71,0,0,0,0,17,51.1,61,10.69481023,3.681819915,0.876623789,0.562962962,0.214814814,0.222222222,93.68156425,Andrew Chafin,12988,605177
4,1,5.062500172,1.580357197,41,0,0,4,2,5,37.1,35,8.437500287,3.375000115,1.205357184,0.382608695,0.226086956,0.391304347,93.67630058,Derek Law,13133,571882
5,6,4.677164863,1.582676999,25,11,4,1,0,0,84.2,86,9.141731322,5.633857675,1.275590417,0.375,0.215517241,0.409482758,93.67339218,Robert Stephenson,13594,596112
4,9,4.32000033,1.57000012,19,19,7,0,0,0,100,108,9.720000742,5.130000391,0.900000069,0.438405797,0.228260869,0.333333333,93.66063738,Sean Newcomb,16943,656794
5,11,5.521007695,1.747898936,34,18,6,0,0,0,119,114,8.621847634,5.067226241,0.907562909,0.481481481,0.193732193,0.324786324,93.65065147,Rafael Montero,12760,606160
0,0,5.661291542,1.20967768,21,0,0,0,0,0,20.2,25,10.88709912,3.048387753,2.177419824,0.436363636,0.09090909,0.472727272,93.63841808,Silvino Bracho,15051,611093
2,5,5.451923777,1.500000193,24,3,0,0,0,5,34.2,37,9.605770464,5.711539195,1.557692508,0.370786516,0.191011235,0.438202247,93.63448276,Matt Strahm,13799,621381
0,0,6.75,1.5,3,0,0,0,0,0,4,4,9,0,2.25,0.266666666,0.2,0.533333333,93.61904762,Shane Carle,15258,641438
1,3,4.37837883,1.243243371,26,0,0,0,1,0,37,35,8.513514391,3.405405757,1.702702878,0.326732673,0.178217821,0.495049504,93.61556064,Simon Castro,9243,501563
2,3,3.218543128,0.933774858,34,0,0,0,1,8,50.1,56,10.01324529,1.430463612,1.251655661,0.223076923,0.207692307,0.569230769,93.61270492,Emilio Pagan,14771,641941
0,0,5.759999561,1.319999899,13,0,0,0,0,0,25,28,10.07999923,2.519999808,1.799999863,0.436619718,0.225352112,0.338028169,93.58267717,Mike Wright Jr.,12586,605541
0,0,10.80001262,2.550002979,11,0,0,0,0,0,6.2,3,4.050004731,6.750007886,1.350001577,0.428571428,0.321428571,0.25,93.58064516,Jace Fry,16159,605240
0,0,23.14288867,3.000004087,2,0,0,0,0,0,2.1,2,7.714296224,3.857148112,0,0.272727272,0.363636363,0.363636363,93.57142857,Drew Anderson,15130,623454
7,4,3.375000998,1.380000408,71,0,0,10,8,14,66.2,53,7.155002115,2.700000798,1.215000359,0.477832512,0.226600985,0.295566502,93.56067588,Tony Watson,3132,453265
0,0,5.4,1.6,4,0,0,0,0,0,5,1,1.8,1.8,1.8,0.333333333,0.095238095,0.571428571,93.55555556,Chris Smith,14449,627262
1,1,2.511628464,0.906976945,16,0,0,0,0,4,14.1,18,11.30232809,3.767442696,0.627907116,0.357142857,0.178571428,0.464285714,93.55445545,Dan Winkler,12237,595465
3,3,2.539605016,0.831683514,71,0,0,8,3,15,67.1,86,11.49505428,2.13861475,0.935643953,0.469798657,0.181208053,0.348993288,93.54945055,Blake Parker,5224,453284
0,2,2.5,1,21,0,0,0,0,3,18,14,7,4,0,0.551020408,0.204081632,0.244897959,93.54545455,Al Alburquerque,6324,456379
1,1,2.70000103,0.900000343,6,0,0,0,0,0,10,9,8.10000309,3.600001373,1.800000687,0.37037037,0.148148148,0.481481481,93.54368932,Chih-Wei Hu,16419,629496
0,0,6.750003678,2.357144142,11,0,0,0,0,0,9.1,6,5.785717439,4.821431199,1.92857248,0.315789473,0.289473684,0.394736842,93.53448276,Jeff Ferrell,11506,594815
3,4,2.155462945,0.932773438,72,0,0,21,5,16,79.1,104,11.79832349,2.268908363,1.021008763,0.463276836,0.197740112,0.33898305,93.52605863,Brad Hand,9111,543272
0,0,30.85714706,3.000000409,2,0,0,0,0,0,2.1,2,7.714286765,0,3.857143383,0.666666666,0.083333333,0.25,93.51162791,Randy Rosario,14508,600968
0,0,13.5,2.625,6,0,0,0,0,0,8,4,4.5,4.5,5.625,0.378378378,0.27027027,0.351351351,93.50406504,Cory Mazzoni,12537,543508
0,3,5.115791425,1.231579417,18,0,0,1,2,0,31.2,34,9.663161581,3.126316982,1.136842539,0.454545454,0.21590909,0.329545454,93.48148148,Albert Suarez,6175,544150
0,1,12.75000557,2.416667723,10,0,0,0,0,0,12,10,7.500003278,4.500001967,3.750001639,0.444444444,0.244444444,0.311111111,93.475,Casey Fien,3926,502272
6,9,6.42857089,1.69230755,18,18,7,0,0,0,91,67,6.626373071,4.153845806,1.087911997,0.445945945,0.27027027,0.283783783,93.47374302,Homer Bailey,8362,456701
5,6,5.210525891,1.513157771,16,13,7,0,0,0,76,60,7.105262578,3.434210246,2.368420859,0.37037037,0.164609053,0.465020576,93.47021944,Edwin Jackson,1841,429719
5,3,3.016760677,1.223464052,67,0,0,1,3,12,59.2,48,7.240225624,3.620112812,0.603352135,0.621951219,0.18902439,0.18902439,93.46666667,Jared Hughes,9325,453172
3,6,3.610465917,1.151163046,61,0,0,41,4,1,57.1,70,10.98837453,4.081396254,1.098837453,0.416058394,0.131386861,0.452554744,93.4629156,Greg Holland,7196,518813
14,8,3.892448737,1.228833023,26,25,12,0,0,0,145.2,139,8.588101181,2.965675228,0.926773509,0.390243902,0.209756097,0.4,93.45839018,Jose Berrios,14168,621244
6,3,5.558823779,1.482353008,61,0,0,22,9,1,56.2,61,9.688235729,3.970588413,1.270588292,0.48502994,0.209580838,0.305389221,93.42424242,Jim Johnson,3656,462382
2,1,4.68,1.12,7,4,1,0,0,0,25,21,7.56,3.24,2.16,0.36231884,0.173913043,0.463768115,93.41984733,Jackson Stephens,14420,623451
4,3,3.028038004,1.149532946,72,0,0,29,6,10,71.1,39,4.920561756,2.018692003,0.630841251,0.548672566,0.185840707,0.265486725,93.41896362,Brandon Kintzler,9939,445213
11,11,3.401999896,1.31999996,28,28,18,0,0,0,166.2,86,4.643999858,3.455999895,0.809999975,0.486136783,0.192236598,0.321626617,93.39452214,Andrew Cashner,8782,488768
6,4,4.186709063,1.386076016,19,19,11,0,0,0,105.1,70,5.981012947,2.734177347,1.025316505,0.511904761,0.19047619,0.297619047,93.38628472,Kendall Graveman,15514,608665
1,0,1.687500704,0.937500391,10,0,0,0,0,2,10.2,13,10.96875458,3.375001408,0,0.44,0.2,0.36,93.36842105,Victor Arano,15915,644364
0,2,11.20754636,2.150943241,10,3,0,0,0,0,17.2,13,6.622641033,4.075471405,2.547169628,0.43076923,0.23076923,0.338461538,93.36318408,Nik Turley,5530,543867
1,0,4.378380523,1.317568213,43,0,0,0,0,7,49.1,66,12.04054644,2.554055305,1.277027652,0.40625,0.234375,0.359375,93.36046512,James Hoyt,14605,624586
4,3,3.951219282,1.426829185,13,11,1,0,0,0,54.2,30,4.939024103,4.609755829,0.658536547,0.442528735,0.224137931,0.333333333,93.35041322,Eddie Butler,13453,572750
13,9,3.089552004,1.308457612,33,33,20,0,0,0,201,164,7.343283025,2.776119192,0.940298436,0.621035058,0.181969949,0.196994991,93.34992304,Marcus Stroman,13431,573186
0,0,3.407767306,1.368932166,17,4,0,1,0,1,34.1,29,7.601942451,4.980582985,1.048543786,0.410526315,0.189473684,0.4,93.31491713,Brock Stewart,16727,592779
1,0,3.54098416,1.180328053,46,0,0,0,3,5,40.2,27,5.97541077,4.4262302,1.32786906,0.452173913,0.147826086,0.4,93.3029316,Jason Motte,5861,435400
7,2,1.622951429,0.852459336,63,0,0,2,3,14,61,63,9.295085455,2.508197662,0.885246234,0.510344827,0.186206896,0.303448275,93.29302326,Matt Albers,4300,458006
2,2,5.326530612,1.448979592,51,0,0,0,0,3,49,44,8.081632653,3.857142857,1.469387755,0.412587412,0.223776223,0.363636363,93.28571429,Ian Krol,10066,571871
3,1,3.857143067,1.242857211,7,5,2,0,0,0,23.1,19,7.328571828,5.014285988,1.542857227,0.287878787,0.166666666,0.545454545,93.2690583,Carson Fulmer,18311,608334
5,0,1.317073857,0.746341852,65,0,0,41,1,1,68.1,109,14.35610504,0.9219517,0.658536928,0.384057971,0.210144927,0.405797101,93.26441785,Kenley Jansen,3096,445276
6,7,4.194174447,1.281553303,25,24,12,0,0,0,137.1,150,9.830096359,3.276698786,1.245145539,0.349333333,0.221333333,0.429333333,93.2568408,Eduardo Rodriguez,13164,593958
