Team,Season,Age,W,L,ERA,WHIP,G,GS,QS,SV,BS,HLD,IP,SO,K/9,BB/9,HR/9,GB%,LD%,FB%,FBv,NameASCII,PlayerId,MLBAMID
MIN,2023,25,3,6,2.454545655,1.139037526,59,0,0,27,5,1,62.1,84,12.12834324,3.609625963,0.866310231,0.659420289,0.123188405,0.217391304,101.877193,Jhoan Duran,21029,661395
LAA,2023,22,1,1,5.4,1.8,12,0,0,0,0,4,10,10,9,8.1,0.9,0.464285714,0.107142857,0.428571428,100.9565217,Ben Joyce,31461,690829
ARI,2023,21,0,0,12.6000036,2.400000687,10,0,0,1,0,0,10,14,12.6000036,9.900002832,1.800000515,0.466666666,0.166666666,0.366666666,100.6478873,Justin Martinez,24453,679885
- - -,2023,26,3,9,3.289340516,1.35533012,65,0,0,12,3,13,65.2,81,11.10152424,4.385787354,0.548223419,0.583333333,0.196428571,0.220238095,100.1686603,Jordan Hicks,19618,663855
TEX,2023,25,0,2,13.50000644,3.500001669,3,0,0,0,1,1,2,4,18.00000858,22.50001073,0,0,0.333333333,0.666666666,100,Alex Speas,21859,666208
STL,2023,28,3,4,2.45454588,1.063636548,33,0,0,14,5,2,36.2,52,12.76363858,4.172727996,0.245454588,0.407894736,0.197368421,0.394736842,99.67741935,Ryan Helsley,18138,664854
- - -,2023,35,6,5,3.085714454,1.25142864,61,0,0,6,5,14,58.1,103,15.89142944,5.554286017,0.617142891,0.47706422,0.211009174,0.311926605,99.57829457,Aroldis Chapman,10233,547973
BAL,2023,28,8,2,1.475409928,0.918032844,56,0,0,33,6,1,61,110,16.22950921,3.836065814,0.590163971,0.357142857,0.163265306,0.479591836,99.56178161,Felix Bautista,20666,642585
MIL,2023,23,1,0,1.760869821,1.173913214,32,0,0,1,1,8,30.2,39,11.44565383,5.869566069,0,0.53030303,0.212121212,0.257575757,99.52706553,Abner Uribe,25327,682842
ARI,2023,23,0,0,5.785715074,1.928571691,5,0,0,0,0,0,4.2,7,13.50000184,7.714286765,3.857143383,0.4,0.3,0.3,99.22,Carlos Vargas,22915,672841
MIL,2023,29,1,0,3.634615651,1.35576933,31,2,0,0,1,4,34.2,52,13.50000099,3.115384844,0.519230807,0.304878048,0.243902439,0.451219512,99.18287037,Trevor Megill,17722,656730
CLE,2023,25,3,9,3.220183599,1.155963343,75,0,0,44,12,0,72.2,64,7.926605782,1.981651445,0.495412861,0.550458715,0.197247706,0.252293577,99.11811024,Emmanuel Clase,21032,661403
KCR,2023,26,1,10,5.271429146,1.328571573,67,4,0,4,6,17,70,77,9.900001079,3.98571472,1.285714426,0.321052631,0.252631578,0.426315789,99.11697575,Carlos Hernandez,22713,672578
KCR,2023,25,0,0,2.25,0.25,4,0,0,0,0,0,4,8,18,0,2.25,0.2,0,0.8,99,John McMillon,27942,669111
SFG,2023,25,6,6,2.926108814,1.137931206,69,0,0,39,8,0,67.2,87,11.57143031,3.458128599,0.399014838,0.522012578,0.176100628,0.301886792,98.97237569,Camilo Doval,21992,666808
LAD,2023,24,11,4,3.764075221,1.101876721,22,22,9,0,0,0,124.1,119,8.613941371,2.316353982,0.868632743,0.476744186,0.197674418,0.325581395,98.96818664,Bobby Miller,27483,676272
- - -,2023,35,2,5,4.1186446,1.194915409,42,0,0,1,6,13,39.1,60,13.72881533,4.1186446,0.686440767,0.579545454,0.181818181,0.238636363,98.94561934,Joe Kelly,9761,523260
SEA,2023,24,4,7,2.938775739,1.265306221,52,0,0,13,3,14,49,67,12.30612341,4.040816641,0.367346967,0.589743589,0.17094017,0.239316239,98.92325581,Andres Munoz,20373,662253
TBR,2023,29,2,4,2.580882643,1.014705996,49,0,0,25,4,2,45.1,68,13.50000151,3.970588681,0.595588302,0.488888888,0.211111111,0.3,98.92286501,Pete Fairbanks,17998,664126
STL,2023,24,0,0,4.5,1,2,0,0,0,0,0,2,4,18,0,0,0,0.5,0.5,98.875,Guillermo Zuniga,19588,670871
TEX,2023,35,2,0,2.670329782,0.75824179,6,6,3,0,0,0,30.1,45,13.35164891,1.186813237,0.593406618,0.378787878,0.166666666,0.454545454,98.76068376,Jacob deGrom,10954,594798
PHI,2023,28,0,2,1.741935537,1.161290358,42,0,0,10,2,11,41.1,64,13.9354843,3.919354959,0.653225827,0.539325842,0.213483146,0.247191011,98.74770642,Jose Alvarado,17780,621237
CHW,2023,23,2,2,3.391960449,1.296482661,60,0,0,5,4,6,66.1,66,8.954775586,2.306533105,0.271356836,0.525,0.265,0.21,98.70875764,Gregory Santos,21894,666619
LAD,2023,24,4,2,1.202970388,0.965346608,68,1,0,7,1,19,67.1,48,6.415842069,1.603960517,0.400990129,0.643979057,0.12565445,0.230366492,98.62301587,Brusdar Graterol,20367,660813
CHC,2023,23,5,3,4.447059622,1.270588463,27,0,0,0,1,2,28.1,33,10.48235482,4.447059622,0.952941348,0.397058823,0.220588235,0.382352941,98.44879518,Daniel Palencia,27914,694037
- - -,2023,29,7,8,7.177216576,1.493671175,64,7,1,2,4,5,79,83,9.455698029,5.126583269,1.025316654,0.4009009,0.184684684,0.414414414,98.425,Shintaro Fujinami,31839,660261
CIN,2023,23,4,7,4.821428571,1.419642857,22,22,7,0,0,0,112,152,12.21428571,3.857142857,1.526785714,0.343859649,0.189473684,0.466666666,98.40783615,Hunter Greene,22182,668881
OAK,2023,24,0,3,3.780000144,1.200000046,10,6,2,0,0,1,33.1,38,10.26000039,4.320000165,0.540000021,0.259259259,0.222222222,0.518518518,98.36498516,Mason Miller,31757,695243
WSN,2023,28,4,4,2.818681791,0.939560597,57,0,0,10,5,19,60.2,67,9.939562106,1.928571752,1.038461713,0.434210526,0.190789473,0.375,98.34429066,Hunter Harvey,15507,640451
PHI,2023,28,3,4,4.624310367,1.14364665,69,0,0,3,3,24,60.1,65,9.69613464,3.281768647,0.895027813,0.512658227,0.132911392,0.354430379,98.33901193,Gregory Soto,19677,642397
- - -,2023,29,3,7,3.272727793,1.272727475,68,0,0,6,6,22,66,83,11.31818362,4.636364373,1.090909264,0.392405063,0.170886075,0.43670886,98.2516129,Reynaldo Lopez,16400,625643
SEA,2023,25,9,4,3.056604544,1.330189014,78,0,0,4,5,24,70.2,107,13.62736192,3.693397157,0.382075568,0.46060606,0.193939393,0.345454545,98.17327766,Matt Brash,25756,666374
HOU,2023,31,3,1,4.085526828,1.243421209,55,0,0,0,1,3,50.2,51,9.059211663,3.730263626,1.42105281,0.307142857,0.142857142,0.55,98.16756757,Ryne Stanek,15947,592773
CHC,2023,31,5,1,3.375000358,1.305555694,69,0,0,2,2,17,72,98,12.2500013,4.500000477,1.000000106,0.407185628,0.191616766,0.401197604,98.10956175,Julian Merryweather,16703,657240
CHC,2023,30,0,0,9,2,3,0,0,0,0,0,3,4,12,9,0,0.25,0.125,0.625,98.07317073,Nick Burdi,16074,595897
OAK,2023,28,4,4,4.745455533,1.581818511,50,0,0,0,2,11,55,68,11.12727504,5.890910317,0.163636398,0.460992907,0.191489361,0.34751773,98.03398058,Lucas Erceg,19360,668674
PIT,2023,27,0,3,3.857143383,1.339285897,58,0,0,2,4,27,56,58,9.321429841,3.214286152,0.64285723,0.528301886,0.182389937,0.289308176,97.9806867,Colin Holderman,22361,670059
TOR,2023,26,5,2,4.851563223,1.265625189,35,0,0,1,2,3,42.2,43,9.070313852,3.796875566,1.47656272,0.305084745,0.186440677,0.508474576,97.92763158,Nate Pearson,20160,663878
PHI,2023,22,1,0,3,1.666666667,3,0,0,0,0,1,3,6,18,6,0,0.666666666,0.333333333,0,97.88888889,Orion Kerkering,31776,689147
OAK,2023,23,2,0,1.6875,0.8125,3,3,2,0,0,0,16,15,8.4375,2.8125,0.5625,0.3,0.15,0.55,97.88571429,Joe Boyle,29608,671212
MIL,2023,29,0,1,0,0.333333333,2,0,0,0,0,0,3,2,6,3,0,0.142857142,0.142857142,0.714285714,97.86666667,Thyago Vieira,14510,600986
MIA,2023,27,7,12,4.142599506,1.212996457,28,28,13,0,0,0,184.2,151,7.359206182,2.339350309,1.072202225,0.519927536,0.172101449,0.307971014,97.83065693,Sandy Alcantara,18684,645261
NYY,2023,28,0,2,3.056604544,0.849056818,17,0,0,0,0,5,17.2,6,3.056604544,0.509434091,1.018868181,0.533333333,0.116666666,0.35,97.81564246,Jonathan Loaisiga,19753,642528
PHI,2023,28,5,5,3.780000865,1.40000032,57,0,0,2,7,14,50,48,8.640001978,3.960000906,1.260000288,0.424657534,0.184931506,0.390410958,97.80375427,Seranthony Dominguez,19249,622554
CIN,2023,25,0,0,0,1,1,0,0,1,0,0,1,0,0,9,0,0,0,1,97.77777778,Ricky Karcher,23449,676689
PHI,2023,28,1,1,5.033899444,1.627119012,40,0,0,2,2,2,39.1,38,8.694917222,3.889831389,1.372881667,0.488,0.208,0.304,97.75703325,Yunior Marte,14416,628708
LAA,2023,24,1,3,3.642857474,1.333333454,38,0,0,0,1,15,42,56,12.00000109,4.928571876,0.857142935,0.510204081,0.214285714,0.275510204,97.74238227,Jose Soriano,22100,667755
- - -,2023,27,0,0,6.051724834,2.017241611,17,2,0,0,0,0,19.1,14,6.517242129,10.24138049,0.93103459,0.379310344,0.224137931,0.396551724,97.63157895,Javy Guerra,17292,642770
KCR,2023,24,0,0,4.973684835,1.736842323,10,4,0,0,0,0,12.2,15,10.65789607,7.815790454,0.710526405,0.342857142,0.142857142,0.514285714,97.60625,Steven Cruz,23165,674444
HOU,2023,26,3,2,1.750000185,1.041666777,72,0,0,5,4,24,72,100,12.50000132,3.875000411,0.750000079,0.370860927,0.225165562,0.403973509,97.58917836,Bryan Abreu,16609,650556
SDP,2023,32,4,3,4.228916051,0.903614541,26,0,0,0,3,8,27.2,24,7.807229633,3.253012347,1.301204939,0.486486486,0.216216216,0.297297297,97.58029197,Robert Suarez,30115,663158
MIA,2023,20,5,6,3.153284847,1.127737289,19,19,6,0,0,0,91.1,108,10.64233636,3.054744696,1.478102272,0.254385964,0.197368421,0.548245614,97.57675753,Eury Perez,27768,691587
TEX,2023,26,1,2,5.400001409,1.578947781,33,0,0,0,4,10,31.2,34,9.663160417,4.263159007,1.136842402,0.510869565,0.130434782,0.358695652,97.56420233,Jonathan Hernandez,17464,642546
BAL,2023,23,7,4,4.352459289,1.336065657,23,23,7,0,0,0,122,129,9.516394038,3.098360849,1.180327943,0.472140762,0.190615835,0.337243401,97.41858238,Grayson Rodriguez,24492,680570
NYY,2023,27,2,2,4.728814171,1.474576462,45,0,0,0,0,3,59,61,9.305085949,5.338983741,1.372881533,0.46060606,0.169696969,0.369696969,97.3843594,Albert Abreu,17485,656061
NYY,2023,31,3,2,3.857143833,1.071428843,31,1,0,0,1,8,32.2,34,9.367349309,2.755102738,0.551020548,0.558139534,0.209302325,0.232558139,97.32872928,Jimmy Cordero,15690,622772
ATL,2023,24,20,5,3.857143067,1.092857202,32,32,18,0,0,0,186.2,281,13.54821502,2.796428724,1.060714344,0.34057971,0.222222222,0.437198067,97.30583058,Spencer Strider,27498,675911
SDP,2023,36,2,3,4.072626393,1.39106169,61,0,0,0,3,10,59.2,53,7.994414771,3.620112349,0.905028087,0.615384615,0.181318681,0.203296703,97.29982669,Luis Garcia,6984,472610
DET,2023,27,3,3,2.608696229,1.159420546,70,0,0,7,2,28,69,55,7.17391463,1.956522172,0.260869623,0.570731707,0.195121951,0.234146341,97.29436039,Jason Foley,19531,671345
WSN,2023,31,7,5,3.764423353,1.298077018,67,0,0,28,8,8,69.1,63,8.177885215,3.115384844,1.42788472,0.471794871,0.21025641,0.317948717,97.29198966,Kyle Finnegan,15009,640448
PHI,2023,24,0,0,18.9000018,3.000000286,3,0,0,0,0,0,3.1,2,5.400000515,13.50000129,2.700000257,0.416666666,0.166666666,0.416666666,97.27083333,McKinley Moore,25663,686842
TEX,2023,25,0,1,7.902439943,1.902439246,13,1,0,0,1,0,13.2,15,9.878049929,3.951219972,0.658536662,0.288888888,0.288888888,0.422222222,97.22727273,Yerry Rodriguez,21955,666720
MIN,2023,31,2,0,0.650602559,1.084337599,28,0,0,1,2,8,27.2,39,12.6867499,3.578314075,0.32530128,0.368421052,0.210526315,0.421052631,97.2037037,Brock Stewart,16727,592779
COL,2023,23,1,0,8.307692917,2.076923229,6,0,0,0,0,0,8.2,12,12.46153938,3.115384844,0,0.620689655,0.24137931,0.137931034,97.1969697,Victor Vodnik,24614,680767
PHI,2023,30,5,2,2.407643722,0.917197608,54,0,0,1,2,11,52.1,69,11.86624406,3.267516479,0.515923655,0.426086956,0.182608695,0.391304347,97.18456376,Jeff Hoffman,17432,656546
LAA,2023,30,5,5,3.89839604,1.491978731,63,0,0,31,4,2,62.1,78,11.262033,4.475936194,1.01069527,0.307228915,0.222891566,0.469879518,97.18193891,Carlos Estevez,14542,608032
SDP,2023,31,0,1,3.566037864,1.415094391,15,0,0,1,0,1,17.2,14,7.132075728,6.113207767,1.018867961,0.458333333,0.145833333,0.395833333,97.15079365,Domingo Tapia,12178,593619
LAD,2023,25,4,1,2.625,0.9375,9,9,4,0,0,0,48,34,6.375,3,0.1875,0.451851851,0.2,0.348148148,96.96162528,Dustin May,19716,669160
TEX,2023,29,6,7,5.503185649,1.14649701,44,0,0,0,4,14,52.1,66,11.3503204,2.923567376,1.375796412,0.469230769,0.184615384,0.346153846,96.95033113,Josh Sborz,18323,622250
KCR,2023,26,2,0,6.428572304,1.928571691,23,0,0,0,0,0,28,29,9.321429841,6.428572304,1.285714461,0.441860465,0.197674418,0.360465116,96.9078341,Jackson Kowar,21549,663804
LAA,2023,23,1,2,3.176470588,1.647058824,11,0,0,1,1,2,17,14,7.411764706,5.823529412,0,0.588235294,0.215686274,0.196078431,96.90082645,Sam Bachman,29754,696147
- - -,2023,30,6,2,5.949153408,1.508474796,61,0,0,3,4,10,59,49,7.474577359,3.355932692,1.830508741,0.475675675,0.221621621,0.302702702,96.88659794,Jorge Lopez,14527,605347
- - -,2023,30,3,4,3.095541984,0.878981057,60,0,0,1,5,15,52.1,77,13.24204071,2.751592875,1.375796437,0.345794392,0.177570093,0.476635514,96.87777778,Robert Stephenson,13594,596112
ARI,2023,28,6,6,4.314434177,1.175258055,75,0,0,7,4,13,64.2,60,8.350517763,3.479382401,1.113402368,0.438202247,0.219101123,0.342696629,96.86682243,Miguel Castro,15684,612434
MIA,2023,28,9,5,2.307692533,0.987179584,74,0,0,12,4,24,78,104,12.00000117,2.76923104,0.34615388,0.50867052,0.219653179,0.2716763,96.86339755,Tanner Scott,17586,656945
PIT,2023,24,0,0,11.8125007,2.062500123,4,0,0,0,0,0,5.1,7,11.8125007,6.750000402,1.687500101,0.5,0.214285714,0.285714285,96.85483871,Kyle Nicolas,27775,693312
TBR,2023,26,11,2,3.286956522,1.182608696,21,21,12,0,0,0,115,121,9.469565217,3.208695652,1.173913043,0.436065573,0.193442622,0.370491803,96.8034076,Shane McClanahan,21483,663556
MIA,2023,25,10,10,3.576492741,1.214552308,32,32,17,0,0,0,178.2,208,10.47761254,2.770522546,1.108209018,0.401709401,0.19017094,0.408119658,96.76174497,Jesus Luzardo,19959,666200
TOR,2023,30,5,7,2.89830546,1.220339141,59,0,0,36,4,2,59,72,10.98305227,3.661017423,0.915254356,0.364864864,0.182432432,0.452702702,96.73031026,Jordan Romano,16122,605447
NYY,2023,32,15,4,2.626794258,0.980861244,33,33,24,0,0,0,209,222,9.559808612,2.066985646,0.861244019,0.396296296,0.211111111,0.392592592,96.69833045,Gerrit Cole,13125,543037
CIN,2023,25,7,9,4.757437403,1.372997808,26,26,15,0,0,0,145.2,111,6.858124049,3.21281487,1.421052731,0.477678571,0.214285714,0.308035714,96.66968326,Graham Ashcraft,27552,668933
PIT,2023,28,3,3,2.004950647,1.099009984,66,0,0,39,3,0,67.1,80,10.69307011,2.806930905,0.400990129,0.394117647,0.147058823,0.458823529,96.64118565,David Bednar,19569,670280
PIT,2023,25,2,2,9.000001073,1.833333552,21,5,0,0,3,2,24,30,11.25000134,5.625000671,1.500000179,0.485294117,0.235294117,0.279411764,96.64039409,Colin Selby,24986,681882
CHC,2023,22,0,0,0,1.350000515,7,0,0,0,0,0,6.2,12,16.20000618,5.40000206,0,0.538461538,0.23076923,0.23076923,96.6375,Luke Little,28036,681432
LAA,2023,23,0,0,6.750001609,3.000000715,2,0,0,0,0,0,1.1,1,6.750001609,13.50000322,0,0.75,0,0.25,96.625,Kelvin Caceres,24681,680983
SEA,2023,26,0,0,3.44680907,0.702127774,12,0,0,0,0,0,15.2,11,6.319149962,0,2.297872713,0.369565217,0.260869565,0.369565217,96.59340659,Ty Adcock,25651,686654
LAA,2023,22,0,0,9,2.666666667,3,0,0,0,0,0,3,3,9,9,0,0.6,0.1,0.3,96.59090909,Victor Mederos,31533,682989
BAL,2023,27,4,2,3.543751098,1.556250482,65,0,0,3,0,11,53.1,44,7.425002301,4.556251412,0.337500105,0.607142857,0.166666666,0.226190476,96.58198198,Cionel Perez,19614,672335
- - -,2023,25,7,5,3.468750276,1.156250092,29,12,7,0,0,3,96,113,10.59375084,3.843750305,0.656250052,0.44017094,0.196581196,0.363247863,96.57299843,Cole Ragans,21846,666142
CLE,2023,26,1,1,5.530121372,1.481927949,23,0,0,0,1,1,27.2,32,10.40964023,3.903615086,0.975903771,0.444444444,0.194444444,0.361111111,96.5625,Tim Herrin,25139,682120
OAK,2023,30,0,0,37.80001442,5.40000206,3,0,0,0,0,0,1.2,2,10.80000412,32.40001236,5.40000206,0.333333333,0.166666666,0.5,96.54761905,Yacksel Rios,15007,605441
SEA,2023,23,0,0,0,1.800000687,2,0,0,0,0,1,1.2,3,16.20000618,16.20000618,0,0.5,0,0.5,96.52941176,Prelander Berroa,22932,672860
MIN,2023,28,6,10,3.857143157,1.17857152,71,0,0,4,7,23,65.1,68,9.367347668,2.617347143,0.688775564,0.555555555,0.15,0.294444444,96.51752022,Griffin Jax,20253,643377
COL,2023,32,0,4,6.061225669,1.653061546,18,0,0,5,2,1,16.1,17,9.367348762,3.306123092,1.653061546,0.196078431,0.25490196,0.549019607,96.50909091,Tyler Kinley,18297,641755
NYY,2023,29,4,8,6.64925411,1.645522482,19,18,5,0,0,0,89.1,79,7.958955677,3.425373329,2.317164311,0.422297297,0.206081081,0.371621621,96.50451613,Luis Severino,15890,622663
DET,2023,25,2,3,3.600000392,1.371428721,25,1,0,2,0,4,35,31,7.97142944,3.085714622,1.028571541,0.425925925,0.212962962,0.361111111,96.49193548,Beau Brieske,26079,689225
CIN,2023,22,1,1,6.96774215,1.500000046,5,5,1,0,0,0,20.2,26,11.32258099,5.661290497,2.177419422,0.339285714,0.160714285,0.5,96.46887967,Connor Phillips,27649,683175
BAL,2023,27,10,1,3.757732993,1.314433352,60,0,0,0,3,6,64.2,61,8.489693059,4.592784769,0.974227072,0.420454545,0.176136363,0.40340909,96.4580292,Mike Baumann,20206,657508
LAA,2023,28,10,5,3.136363636,1.060606061,23,23,12,0,0,0,132,167,11.38636364,3.75,1.227272727,0.454545454,0.181818181,0.363636363,96.43063932,Shohei Ohtani,19755,660271
TBR,2023,29,10,7,3.525,1.083333333,21,21,9,0,0,0,120,162,12.15,2.775,0.975,0.512280701,0.171929824,0.315789473,96.42372881,Tyler Glasnow,14374,607192
- - -,2023,28,2,1,5.887219354,1.646616907,38,1,0,0,2,1,44.1,39,7.917294993,4.263158842,2.030075639,0.390070921,0.24822695,0.361702127,96.39952719,Jose Ruiz,14552,614179
BAL,2023,29,1,4,2.105505103,1.004587402,72,0,0,8,6,31,72.2,65,8.050460688,1.610092138,0.495412965,0.58,0.225,0.195,96.36744966,Yennier Cano,25911,666974
LAA,2023,30,0,0,7.448276352,1.758620805,8,0,0,0,0,0,9.2,10,9.31034544,5.586207264,1.862069088,0.354838709,0.225806451,0.419354838,96.3630137,Gerardo Reyes,16306,622103
WSN,2023,30,4,1,5.220000797,1.320000201,44,0,0,0,2,4,50,43,7.740001181,2.340000357,2.16000033,0.420689655,0.234482758,0.344827586,96.34279476,Andres Machado,14681,600921
WSN,2023,30,5,1,3.621951893,1.207317298,51,0,0,0,3,7,54.2,60,9.878050619,4.609756955,1.481707593,0.388489208,0.165467625,0.446043165,96.31900452,Jordan Weems,13190,607179
MIA,2023,33,5,2,4.142046442,1.431818523,50,0,0,0,3,13,58.2,65,9.971593287,4.755682952,0.767045637,0.519480519,0.188311688,0.292207792,96.31043257,Huascar Brazoban,6107,623211
WSN,2023,30,0,0,0,2,1,0,0,0,0,0,1,1,9,9,0,0.333333333,0,0.666666666,96.3,Tanner Rainey,17610,663432
CHW,2023,24,0,2,3.55263256,1.973684755,13,0,0,0,1,0,12.2,12,8.526318143,9.236844655,0.710526512,0.324324324,0.162162162,0.513513513,96.28877005,Garrett Crochet,27463,676979
BOS,2023,25,4,4,2.881423359,1.422925116,60,1,0,3,4,18,84.1,82,8.750989462,3.308300894,0.960474453,0.512,0.208,0.28,96.28813559,Josh Winckowski,22387,670174
CIN,2023,23,0,2,8.640001318,1.920000293,4,4,0,0,0,0,16.2,12,6.480000989,8.100001236,3.240000494,0.481481481,0.129629629,0.388888888,96.26704545,Lyon Richardson,24581,680689
MIA,2023,32,1,0,3.614173988,1.251968767,46,5,0,1,3,4,42.1,35,7.440946446,3.826772458,0.63779541,0.546218487,0.151260504,0.302521008,96.243309,JT Chargois,13767,608638
MIA,2023,25,7,7,4.244147184,1.444816063,22,20,3,0,0,0,99.2,118,10.65551846,5.959866259,0.993311043,0.542857142,0.134693877,0.322448979,96.23703704,Edward Cabrera,21690,665795
SEA,2023,30,14,9,3.335025381,1.096446701,33,33,18,0,0,0,197,219,10.00507614,2.558375635,1.279187817,0.389210019,0.18689788,0.4238921,96.19789579,Luis Castillo,15689,622491
- - -,2023,30,1,0,6.406781111,1.474576605,11,0,0,0,0,0,19.2,16,7.322035555,3.203390555,1.372881667,0.444444444,0.253968253,0.301587301,96.1835443,Reed Garrett,16866,657585
TBR,2023,22,5,8,5.58917211,1.385350352,23,21,1,0,0,0,104.2,129,11.09235696,3.353503266,1.977707054,0.365517241,0.220689655,0.413793103,96.17237164,Taj Bradley,22543,671737
SDP,2023,29,2,3,1.278106624,1.100591815,61,0,0,33,5,0,56.1,85,13.57988288,4.792899841,0.479289984,0.354545454,0.172727272,0.472727272,96.12140992,Josh Hader,14212,623352
LAD,2023,28,2,4,2.054347996,0.831521808,62,0,0,24,3,6,61.1,66,9.684783412,1.907608854,0.880434856,0.426666666,0.206666666,0.366666666,96.11510791,Evan Phillips,17734,623465
STL,2023,24,4,1,4.764706952,1.558823879,62,0,0,0,5,13,68,43,5.691177748,3.970589126,0.794117825,0.777777777,0.12,0.102222222,96.11308767,Andre Pallante,26108,669467
NYY,2023,30,4,4,2.857143203,1.174603317,66,0,0,24,3,5,63,71,10.14285837,3.285714684,0.28571432,0.654545454,0.175757575,0.169696969,96.08426966,Clay Holmes,13649,605280
ATL,2023,26,1,0,7.36363764,2.45454588,4,0,0,0,0,0,3.2,6,14.72727528,7.36363764,2.45454588,0.181818181,0.454545454,0.363636363,96.075,Daysbel Hernandez,20271,678226
NYM,2023,27,0,1,3.521739861,1.304348097,8,0,0,0,0,3,7.2,16,18.78261259,7.043479721,0,0.666666666,0,0.333333333,96.0733945,Sean Reid-Foley,17034,656887
ARI,2023,25,1,0,4.064516879,1.516129312,29,0,0,0,1,1,31,26,7.54838849,4.935484782,0.870967903,0.414893617,0.191489361,0.393617021,96.07142857,Luis Frias,21997,666818
SEA,2023,25,13,10,3.35139878,1.038461594,31,31,20,0,0,0,190.2,172,8.118881552,0.896853195,1.038461594,0.441651705,0.188509874,0.36983842,96.06624056,George Kirby,25436,669923
ARI,2023,25,3,1,3.319672339,1.426229597,15,3,0,1,0,1,40.2,37,8.188525102,3.983606806,1.327868935,0.457627118,0.152542372,0.389830508,96.02887139,Drey Jameson,26260,686753
MIL,2023,26,4,5,3.3750007,1.22282634,59,0,0,1,5,21,61.1,54,7.923914686,3.815218182,0.586956643,0.559523809,0.19047619,0.25,96.01785714,Elvis Peguero,21652,665625
SDP,2023,28,1,1,4.333333946,1.259259437,22,0,0,0,1,0,27,35,11.66666831,3.000000424,1.666666902,0.397058823,0.25,0.352941176,96.01376147,Ray Kerr,23809,678061
CIN,2023,26,1,0,2.700000257,2.700000257,3,0,0,0,0,0,3.1,1,2.700000257,13.50000129,0,0.272727272,0.454545454,0.272727272,96,Tony Santillan,19926,663574
PIT,2023,24,5,5,4.776923112,1.696153859,18,15,3,0,0,0,86.2,59,6.126923122,4.984615421,1.35000001,0.479310344,0.203448275,0.317241379,95.97831633,Luis L. Ortiz,27646,682847
HOU,2023,32,3,3,5.079208304,1.529703086,68,0,0,1,5,10,67.1,79,10.55940674,3.876237917,1.470297141,0.411764705,0.203208556,0.385026737,95.97630923,Rafael Montero,12760,606160
NYY,2023,25,9,7,4.284133083,1.217712246,25,13,0,1,0,0,90.1,72,7.173432138,2.789668054,1.394834027,0.439849624,0.161654135,0.39849624,95.9718706,Jhony Brito,25386,666745
- - -,2023,32,2,6,4.021277371,1.484042839,67,0,0,13,3,12,62.2,90,12.92553441,4.308511469,1.43617049,0.371794871,0.275641025,0.352564102,95.97120419,Pierce Johnson,13435,572955
OAK,2023,24,3,10,5.416413688,1.513677899,23,17,3,0,0,0,109.2,106,8.69908865,4.677811821,1.148936237,0.437888198,0.217391304,0.344720496,95.95760369,Luis Medina,21649,665622
- - -,2023,32,5,6,3.120603344,1.311557927,68,0,0,8,4,13,66.1,66,8.954774813,4.884422626,1.221105656,0.387283236,0.219653179,0.393063583,95.95335277,Kendall Graveman,15514,608665
NYY,2023,28,3,2,2.637931381,1.224138092,39,3,0,2,0,5,58,69,10.70689796,4.034483289,0.310344868,0.553191489,0.226950354,0.219858156,95.94642857,Ian Hamilton,19261,641656
PIT,2023,26,0,0,2.250000179,1.000000079,8,0,0,0,1,0,12,10,7.500000596,2.250000179,1.500000119,0.515151515,0.181818181,0.303030303,95.93846154,Hunter Stratton,23455,676702
LAD,2023,29,3,2,5.062500805,1.395833555,49,0,0,0,2,9,48,49,9.18750146,4.500000715,1.125000179,0.419847328,0.229007633,0.351145038,95.92668622,Yency Almonte,15068,622075
ATL,2023,29,3,6,3.75773255,1.190721837,70,0,0,10,3,21,64.2,82,11.41237293,2.922680872,0.835051678,0.35064935,0.22077922,0.428571428,95.88622754,A.J. Minter,18655,621345
LAD,2023,26,7,4,3.430939841,1.441989209,68,7,0,3,5,17,60.1,70,10.44199082,3.430939841,0.59668519,0.49090909,0.242424242,0.266666666,95.8700565,Caleb Ferguson,19349,657571
NYY,2023,31,4,2,2.833334134,1.222222568,63,0,0,4,3,18,54,51,8.500002402,5.000001413,1.166666996,0.573529411,0.154411764,0.272058823,95.86968085,Wandy Peralta,14295,593974
WSN,2023,24,0,2,6.657535116,1.808219414,18,0,0,0,0,0,24.1,15,5.54794593,3.328767558,2.958904496,0.362637362,0.153846153,0.483516483,95.86805556,Amos Willingham,26128,686294
TOR,2023,26,1,1,6.585368458,1.243902931,15,0,0,0,0,1,13.2,14,9.219515841,3.951221075,2.634147383,0.388888888,0.277777777,0.333333333,95.8677686,Zach Pop,20185,647315
DET,2023,29,1,0,5.823530065,1.352941328,17,0,0,0,0,0,17,22,11.64706013,3.705882769,1.058823648,0.431818181,0.159090909,0.409090909,95.86538462,Trey Wingenter,17793,622259
- - -,2023,26,2,1,4.04191746,1.311377665,61,0,0,0,3,10,55.2,58,9.377248508,3.880240762,1.293413587,0.383116883,0.181818181,0.435064935,95.85115304,Genesis Cabrera,17490,650893
PHI,2023,35,8,6,3.260869565,1.043478261,71,0,0,23,5,7,69,94,12.26086957,3.652173913,1.304347826,0.335526315,0.210526315,0.453947368,95.85013263,Craig Kimbrel,6655,518886
