Team,Season,Age,W,L,ERA,WHIP,G,GS,QS,SV,BS,HLD,IP,SO,K/9,BB/9,HR/9,GB%,LD%,FB%,FBv,NameASCII,PlayerId,MLBAMID
CHW,2023,25,0,0,7.269231302,1.50000011,8,0,0,0,0,0,8.2,9,9.346154532,2.076923229,2.076923229,0.538461538,0.153846153,0.307692307,93.7311828,Edgar Navarro,24363,679346
NYM,2023,25,0,0,0,0.666666667,1,0,0,0,0,0,3,3,9,6,0,0.4,0,0.6,93.73076923,Edwin Uceta,20539,670955
WSN,2023,30,0,4,8.452174614,1.956521901,16,5,0,1,1,0,38.1,31,7.278261473,6.573913589,1.878261025,0.306451612,0.266129032,0.427419354,93.72644377,Chad Kuhl,14975,641771
- - -,2023,28,2,1,3.616072106,1.473214562,35,0,0,0,2,12,37.1,20,4.821429475,2.410714737,0.482142947,0.669354838,0.161290322,0.169354838,93.72569444,John King,22051,667463
MIA,2023,26,0,0,11.36842162,2.052631682,2,0,0,0,0,0,6.1,5,7.105263515,5.684210812,0,0.409090909,0.363636363,0.227272727,93.71641791,Enmanuel De Jesus,18554,646241
PIT,2023,28,1,0,5.178082868,1.438356352,20,0,0,2,0,3,24.1,14,5.178082868,4.068493682,1.109589186,0.44,0.28,0.28,93.69892473,Duane Underwood Jr.,14677,621249
NYM,2023,30,0,0,4.576271778,1.271186605,15,0,0,0,1,2,19.2,16,7.322034845,3.661017423,1.372881533,0.403508771,0.157894736,0.438596491,93.68452381,John Curtiss,16128,595928
- - -,2023,31,2,3,3.032086644,1.235294559,70,1,0,1,3,8,62.1,68,9.818185323,4.331552348,0.288770157,0.512345679,0.166666666,0.320987654,93.6816,Sam Moll,14874,594580
ATL,2023,36,7,2,3.281768232,1.193370266,61,0,0,5,3,9,60.1,80,11.93370266,5.519337482,1.34254155,0.364341085,0.170542635,0.465116279,93.67368421,Kirby Yates,9073,489446
LAA,2023,27,1,0,5.40000206,1.200000458,2,0,0,0,0,0,1.2,2,10.80000412,0,5.40000206,0,0.25,0.75,93.66666667,Austin Warren,24937,681810
BOS,2023,27,6,8,4.036082633,1.105670147,31,23,4,0,0,2,129.1,135,9.394330266,2.505154738,1.182989737,0.348571428,0.16,0.491428571,93.65773447,Kutter Crawford,20531,676710
SFG,2023,31,7,6,4.436261007,1.240793308,37,10,3,1,0,1,117.2,128,9.790369118,3.212464867,1.070821622,0.408805031,0.220125786,0.371069182,93.63450043,Sean Manaea,15873,640455
WSN,2023,31,1,3,3.694737361,1.515789687,32,0,0,2,2,13,31.2,24,6.82105359,4.831579626,0.284210566,0.46,0.24,0.3,93.62430939,Carl Edwards Jr.,13607,605218
SFG,2023,32,6,4,3.832259102,1.238710013,60,0,0,2,0,12,51.2,64,11.14839011,4.354839889,1.045161573,0.416666666,0.166666666,0.416666666,93.62138728,Taylor Rogers,13449,573124
- - -,2023,30,0,5,4.189655861,1.413793336,64,0,0,1,6,10,58,62,9.620691237,2.948276347,0.620689757,0.40229885,0.224137931,0.373563218,93.6201232,Trevor Gott,15046,641627
PIT,2023,28,0,1,4.655173179,1.862069272,5,0,0,1,1,0,9.2,9,8.379311723,8.379311723,0.931034636,0.37037037,0.518518518,0.111111111,93.6122449,Wil Crowe,19800,640444
OAK,2023,26,0,0,8.100000772,2.1000002,6,0,0,0,0,0,6.2,7,9.450000901,5.400000515,1.350000129,0.375,0.25,0.375,93.60759494,Easton Lucas,26058,687922
MIN,2023,25,0,0,3.738461977,1.523077102,15,0,0,0,0,0,21.2,21,8.723077947,5.400000634,1.661538657,0.390625,0.15625,0.453125,93.60194175,Cole Sands,21461,663485
COL,2023,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.666666666,0.333333333,0,93.6,Blair Calvo,25416,663971
STL,2023,25,5,7,4.477387407,1.417085577,25,9,1,0,1,1,66.1,72,9.768845251,3.391960157,1.08542725,0.440217391,0.228260869,0.331521739,93.59047619,Zack Thompson,25918,668868
SFG,2023,21,1,1,4.153846459,1.153846238,7,7,1,0,0,0,34.2,35,9.086539128,2.85576944,2.076923229,0.268041237,0.195876288,0.536082474,93.58938547,Kyle Harrison,27758,690986
ARI,2023,27,17,9,3.471428571,1.119047619,34,34,20,0,0,0,210,220,9.428571429,2.014285714,0.942857143,0.417832167,0.23076923,0.351398601,93.5882716,Zac Gallen,19291,668678
COL,2023,26,0,4,8.7,1.933333333,8,6,0,0,0,0,30,26,7.8,4.5,1.8,0.46,0.19,0.35,93.58745875,Noah Davis,25862,663562
BAL,2023,28,2,2,6.845072813,1.774648507,24,1,0,0,0,3,23.2,27,10.26760922,2.661972761,0.760563646,0.337662337,0.285714285,0.376623376,93.58671587,Keegan Akin,19362,669211
ARI,2023,24,3,9,5.718750454,1.406250112,19,18,3,0,0,0,96,94,8.8125007,2.437500194,2.062500164,0.323232323,0.235690235,0.441077441,93.58520179,Brandon Pfaadt,27782,694297
OAK,2023,25,1,5,7.597402786,1.96103901,21,13,0,0,1,0,77,56,6.545454708,4.558441671,1.870129916,0.424354243,0.221402214,0.354243542,93.58034529,Kyle Muller,20167,666205
SEA,2023,29,0,0,6.230769688,1.615384734,8,0,0,0,0,1,8.2,7,7.269231302,7.269231302,2.076923229,0.538461538,0.038461538,0.423076923,93.57407407,Diego Castillo,17496,650895
BOS,2023,27,6,10,5.009433962,1.367924528,21,21,5,0,0,0,106,99,8.405660377,3.481132075,1.188679245,0.53015873,0.193650793,0.276190476,93.56186317,Tanner Houck,19879,656557
NYM,2023,31,1,3,5.256638055,1.16814179,37,0,0,0,2,5,37.2,42,10.03539992,4.300885682,2.150442841,0.340425531,0.170212765,0.489361702,93.55805243,Jeff Brigham,16631,656257
LAD,2023,32,3,0,1.71428587,0.904761987,36,1,0,1,0,3,42,42,9.000000817,4.071428941,0.642857201,0.373737373,0.181818181,0.444444444,93.55235602,Shelby Miller,10197,571946
ARI,2023,33,2,7,4.734598205,1.279621136,63,1,0,9,5,14,70.1,86,11.00474177,3.838863409,1.791469591,0.486187845,0.198895027,0.314917127,93.55079365,Scott McGough,12056,543518
ATL,2023,33,7,3,4.275000408,1.087500104,45,0,0,1,3,2,80,75,8.437500805,2.587500247,1.462500139,0.382882882,0.184684684,0.432432432,93.54394904,Michael Tonkin,10315,543859
CHW,2023,25,0,1,9.00000078,1.636363778,9,0,0,0,0,1,11,8,6.545455113,5.727273224,2.454545667,0.558823529,0.176470588,0.264705882,93.52222222,Declan Cronin,25645,686539
TEX,2023,23,0,1,11.25,1.75,2,0,0,0,0,0,4,4,9,4.5,4.5,0.5,0.166666666,0.333333333,93.5,Owen White,22273,669391
CLE,2023,25,2,1,4.500000204,1.309523869,11,7,2,0,0,0,42,24,5.142857376,3.000000136,1.285714344,0.26618705,0.179856115,0.553956834,93.49632353,Hunter Gaddis,25636,683769
NYY,2023,27,9,9,4.641509603,1.352201307,33,32,5,0,0,0,159,149,8.433962571,2.60377368,1.358490615,0.438271604,0.185185185,0.376543209,93.46686747,Clarke Schmidt,19899,657376
MIN,2023,26,2,0,0.75000006,0.91666674,11,0,0,0,0,1,12,19,14.25000113,3.750000298,0.75000006,0.545454545,0.136363636,0.318181818,93.46666667,Kody Funderburk,24993,681892
LAA,2023,26,1,1,2.189189246,1.297297331,3,0,0,0,0,0,12.1,9,6.567567737,6.567567737,0.729729749,0.470588235,0.088235294,0.44117647,93.44827586,Davis Daniel,27582,669721
KCR,2023,24,0,1,4.4262302,1.426229731,7,0,0,0,0,0,20.1,10,4.4262302,3.98360718,0.88524604,0.409090909,0.257575757,0.333333333,93.43448276,Max Castillo,21956,666721
TOR,2023,31,3,1,1.518750579,1.218750465,69,0,0,1,2,22,53.1,53,8.943753412,2.531250966,0.337500129,0.58219178,0.226027397,0.191780821,93.43134087,Tim Mayza,15042,641835
DET,2023,25,3,13,6.899054043,1.684542688,25,19,1,0,0,0,105.2,98,8.347003657,4.003154815,2.129337668,0.372832369,0.184971098,0.442196531,93.42092154,Joey Wentz,19962,666214
PHI,2023,31,9,5,3.285171484,1.015209243,56,10,0,2,3,11,87.2,108,11.08745376,2.155893786,1.129277698,0.330232558,0.2,0.469767441,93.42038946,Matt Strahm,13799,621381
MIA,2023,33,1,0,5.484376308,1.640625391,24,1,0,0,1,3,21.1,20,8.437502012,4.218751006,0.843750201,0.492537313,0.223880597,0.283582089,93.4010989,Matt Barnes,12863,598264
TBR,2023,34,0,0,0,0.750000179,1,0,0,0,0,0,1.1,2,13.50000322,6.750001609,0,1,0,0,93.4,Heath Hembree,11632,592390
BOS,2023,29,0,0,22.5,4,1,0,0,0,0,0,2,3,13.5,18,0,0.142857142,0.285714285,0.571428571,93.3877551,Jake Faria,13699,607188
SDP,2023,33,8,7,3.567198302,1.202733527,26,26,17,0,0,0,146.1,140,8.610478659,2.214123084,1.168564961,0.451764705,0.211764705,0.336470588,93.38762215,Seth Lugo,12447,607625
DET,2023,25,5,4,3.576923077,1.038461538,15,15,4,0,0,0,78,50,5.769230769,2.423076923,1.269230769,0.386554621,0.147058823,0.466386554,93.38721137,Matt Manning,20369,666159
PHI,2023,27,1,0,1.687500101,0.750000045,1,0,0,0,0,0,5.1,3,5.062500302,3.375000201,1.687500101,0.533333333,0.133333333,0.333333333,93.38461538,Nick Nelson,20153,656793
OAK,2023,25,4,9,5.361702563,1.560283815,35,22,4,1,0,0,141,132,8.425532599,4.531915261,1.531915018,0.398104265,0.199052132,0.402843601,93.38211968,Ken Waldichuk,27681,686610
TEX,2023,27,1,1,4.655173638,1.551724546,13,0,0,0,0,0,9.2,6,5.586208366,1.862069455,1.862069455,0.333333333,0.138888888,0.527777777,93.37735849,Joe Barlow,22296,669618
STL,2023,27,0,0,0,0.600000114,4,0,0,0,0,0,5,5,9.000001717,1.800000343,0,0.636363636,0.09090909,0.272727272,93.36842105,Packy Naughton,23292,676050
TOR,2023,30,0,1,20.25,3.25,1,1,0,0,0,0,4,3,6.75,6.75,4.5,0.315789473,0.315789473,0.368421052,93.36734694,Wes Parsons,14764,641149
WSN,2023,25,8,13,3.905660377,1.459119497,30,30,11,0,0,0,159,143,8.094339623,4.528301887,1.245283019,0.378494623,0.210752688,0.410752688,93.35788382,Josiah Gray,24580,680686
- - -,2023,30,10,11,3.196113117,1.192579521,32,32,20,0,0,0,188.2,166,7.918728022,2.289752681,0.858657255,0.432432432,0.219819819,0.347747747,93.34405145,Jordan Montgomery,16511,656756
BAL,2023,31,1,2,5.192308645,1.557692593,25,0,0,0,1,4,34.2,34,8.826924696,3.894231483,1.557692593,0.336448598,0.224299065,0.439252336,93.34020619,Austin Voth,15047,608723
MIN,2023,26,2,2,5.314962226,1.464567369,43,0,0,0,1,9,42.1,48,10.20472747,5.740159204,0.637795467,0.419047619,0.2,0.38095238,93.33625731,Jovani Moran,20422,663558
CHW,2023,34,0,1,6.000001907,1.666667196,4,0,0,0,1,0,3,2,6.000001907,9.000002861,3.000000954,0.777777777,0.111111111,0.111111111,93.33333333,Alex Colome,6661,517008
OAK,2023,30,1,1,3.000000191,1.133333405,7,2,0,0,0,0,15,17,10.20000065,5.400000343,0.600000038,0.424242424,0.181818181,0.393939393,93.31288344,Sean Newcomb,16943,656794
MIL,2023,25,6,0,2.582609038,1.069565359,53,0,0,3,1,5,76.2,61,7.160870515,2.582609038,1.056521879,0.377777777,0.186666666,0.435555555,93.31144781,Bryse Wilson,19990,669060
CHC,2023,27,0,3,7.243904798,1.609756622,17,0,0,0,2,1,13.2,17,11.1951256,5.268294399,1.3170736,0.314285714,0.314285714,0.371428571,93.30841121,Brandon Hughes,23460,676714
OAK,2023,29,0,2,3.471429044,1.071428717,25,1,0,1,1,7,23.1,21,8.100001104,5.400000736,1.157143015,0.280701754,0.157894736,0.561403508,93.29801325,Dany Jimenez,21170,666204
PIT,2023,22,3,3,7.74,1.7,10,8,1,0,0,0,50,36,6.48,4.86,2.16,0.524096385,0.204819277,0.271084337,93.2962963,Quinn Priester,25977,682990
TOR,2023,35,3,1,2.123595824,0.910112496,25,0,0,0,0,1,29.2,27,8.191012465,2.730337488,1.213483328,0.435897435,0.141025641,0.423076923,93.29378531,Jay Jackson,7432,543351
CIN,2023,25,2,1,6.291262369,1.74757288,7,7,1,0,0,0,34.1,47,12.32038881,2.62135932,2.62135932,0.46,0.17,0.37,93.2754491,Nick Lodolo,26378,666157
COL,2023,26,3,7,5.358778938,1.385496264,25,11,3,0,0,0,87.1,71,7.316794319,2.885496351,1.85496194,0.416974169,0.162361623,0.420664206,93.27399381,Peter Lambert,17969,663567
HOU,2023,28,3,3,5.285714606,1.428571515,16,10,2,1,0,0,63,45,6.428571818,3.571428788,1.571428667,0.364532019,0.197044334,0.438423645,93.26755218,Jose Urquidy,18413,664353
PIT,2023,31,4,4,3.857142989,1.312500045,8,8,4,0,0,0,37.1,37,8.919643161,3.375000115,0.964285747,0.302752293,0.266055045,0.43119266,93.26164875,Vince Velasquez,11189,592826
WSN,2023,26,0,0,6.367925445,1.613207779,26,0,0,0,0,0,35.1,30,7.641510534,7.132076498,1.783019125,0.454545454,0.141414141,0.404040404,93.25259516,Thaddeus Ward,21513,663658
CIN,2023,25,1,0,8.027027234,1.702702747,8,0,0,0,0,0,12.1,5,3.648648743,3.648648743,0,0.510638297,0.191489361,0.29787234,93.24503311,Eduardo Salazar,23135,674285
- - -,2023,27,4,7,4.965517459,1.448275926,20,16,2,0,0,0,87,85,8.793103834,5.896551983,1.034482804,0.497835497,0.19047619,0.311688311,93.23182957,Touki Toussaint,16929,657053
- - -,2023,35,1,6,5.42084974,1.424710509,19,17,4,1,0,0,86.1,64,6.671815065,3.440154643,1.772200877,0.36226415,0.207547169,0.430188679,93.2010772,Chase Anderson,6895,502624
SFG,2023,33,4,8,4.876254445,1.25418067,19,18,8,0,0,0,99.2,79,7.133779651,1.806020165,1.354515124,0.414790996,0.24437299,0.340836012,93.19551282,Anthony DeSclafani,13050,543101
ARI,2023,26,0,0,12.15000116,2.1000002,5,0,0,0,0,0,13.1,6,4.050000386,7.425000708,1.350000129,0.387755102,0.244897959,0.367346938,93.19379845,Peter Solomon,20476,656981
SDP,2023,26,0,1,15.88235472,2.647059121,4,1,0,0,0,0,5.2,4,6.352941889,7.941177362,4.764706417,0.260869565,0.391304347,0.347826086,93.17021277,Reiss Knehr,21541,663753
HOU,2023,27,0,0,5.522727871,1.568181988,14,0,0,0,0,1,14.2,15,9.204546452,2.454545721,3.068182151,0.5,0.195652173,0.304347826,93.16981132,Parker Mushinski,21324,656786
CHC,2023,34,0,0,0,1.333333333,2,0,0,0,0,0,3,3,9,6,0,0.571428571,0.142857142,0.285714285,93.16666667,Shane Greene,10756,572888
KCR,2023,27,3,4,4.566176983,1.919117862,11,9,1,0,0,0,45.1,31,6.154412455,8.933824532,0.595588302,0.583333333,0.136363636,0.28030303,93.16208791,Brad Keller,15734,641745
- - -,2023,32,2,1,3.919355683,1.137097019,64,0,0,1,2,7,82.2,81,8.818550286,2.72177478,0.870967929,0.385964912,0.157894736,0.45614035,93.15902965,Chris Stratton,13761,608717
LAA,2023,26,7,13,4.105991072,1.513824991,28,28,8,0,0,0,144.2,128,7.9631342,4.60368696,0.746543831,0.46590909,0.234090909,0.3,93.14641745,Patrick Sandoval,19447,663776
- - -,2023,28,8,15,4.882459397,1.312839082,33,33,15,0,0,0,184.1,204,9.96021717,3.56419536,2.001808353,0.361660079,0.181818181,0.456521739,93.14424514,Lucas Giolito,15474,608337
NYY,2023,32,0,0,9,2,3,0,0,0,0,1,4,3,6.75,4.5,2.25,0.466666666,0.266666666,0.266666666,93.14285714,Matt Bowman,13528,621199
STL,2023,32,5,1,3.983607554,1.278688844,60,0,0,0,1,14,61,60,8.852461231,3.836066533,1.327869185,0.421965317,0.138728323,0.439306358,93.14042553,Drew VerHagen,13424,572403
CIN,2023,25,0,1,6.923076923,1.923076923,4,2,0,1,0,0,13,12,8.307692308,4.846153846,0.692307692,0.266666666,0.244444444,0.488888888,93.13492063,Carson Spiers,27685,686730
OAK,2023,28,2,1,2.50000053,1.555555885,19,0,0,1,1,1,18,23,11.50000244,5.00000106,0.500000106,0.260869565,0.239130434,0.5,93.13122172,Zach Jackson,19493,667427
OAK,2023,27,5,14,4.543520444,1.264990366,32,32,9,0,0,0,172.1,161,8.408124039,2.767891764,1.775628679,0.290581162,0.184368737,0.5250501,93.13046495,JP Sears,23429,676664
OAK,2023,21,0,1,7.200000687,1.400000134,2,2,0,0,0,0,10,7,6.300000601,1.800000172,3.600000343,0.285714285,0.114285714,0.6,93.11688312,Joey Estes,26257,683155
SDP,2023,32,6,4,3.425982031,1.259818789,63,9,2,1,6,15,110.1,106,8.646526078,3.26284003,0.978852009,0.537704918,0.180327868,0.281967213,93.11575563,Nick Martinez,12730,607259
NYM,2023,31,2,1,6.58536662,1.463414804,7,0,0,0,0,0,13.2,11,7.243903282,3.951219972,1.317073324,0.409090909,0.204545454,0.386363636,93.11258278,Jimmy Yacabonis,15157,642231
HOU,2023,28,11,6,3.828850865,1.356968218,24,23,13,0,0,0,136.1,101,6.667481678,3.102689494,1.254278732,0.427906976,0.197674418,0.374418604,93.10115911,J.P. France,21212,641585
DET,2023,25,1,0,2.7,1.1,4,4,0,0,0,0,20,26,11.7,3.6,0.9,0.354166666,0.166666666,0.479166666,93.0979021,Sawyer Gipson-Long,26048,687830
MIN,2023,36,3,1,3.228261539,0.94565237,36,0,0,0,1,14,30.2,36,10.56521958,1.76086993,2.054348252,0.363636363,0.155844155,0.48051948,93.09561753,Caleb Thielbar,10078,573204
PHI,2023,27,4,6,4.176000255,1.416000086,22,22,11,0,0,0,125,119,8.568000523,3.456000211,0.936000057,0.485013623,0.207084468,0.307901907,93.09081836,Ranger Suarez,17277,624133
- - -,2023,30,2,6,4.367647549,1.39705898,63,0,0,13,3,7,68,79,10.45588353,4.500000505,0.529411824,0.429378531,0.24858757,0.322033898,93.08571429,Scott Barlow,14993,605130
DET,2023,30,1,4,7.258064963,1.677419458,7,7,0,0,0,0,31,24,6.967742364,4.354838978,1.451612993,0.485148514,0.188118811,0.326732673,93.07228916,Spencer Turnbull,16207,605513
SDP,2023,30,10,3,3.051370022,1.140411018,17,17,11,0,0,0,97.1,97,8.969178551,1.941780923,0.924657583,0.450184501,0.221402214,0.328413284,93.06144068,Joe Musgrove,12970,605397
STL,2023,34,9,13,4.783112704,1.316225199,35,35,14,0,0,0,201.1,137,6.12417234,1.743377527,1.162251685,0.388392857,0.21875,0.392857142,93.04534161,Miles Mikolas,9803,571945
MIA,2023,25,1,2,4,1.222222222,4,4,1,0,0,0,18,19,9.5,3,1,0.52,0.1,0.38,93.03921569,Trevor Rogers,22286,669432
HOU,2023,34,6,3,1.712195249,1.053658615,71,0,0,2,1,31,68.1,77,10.14146417,4.082927133,0.921951288,0.318471337,0.165605095,0.515923566,93.03673469,Hector Neris,11804,593576
BOS,2023,29,2,1,3.857143383,1.414285907,46,2,0,1,2,10,46.2,53,10.22142996,4.821429228,1.157143015,0.420168067,0.19327731,0.386554621,93.02237136,John Schreiber,20020,670167
PIT,2023,31,1,0,4.790324496,1.790323297,21,1,0,0,1,2,20.2,15,6.532260677,5.661292587,0.435484045,0.388059701,0.208955223,0.402985074,93.02173913,Rob Zastryzny,15094,642239
- - -,2023,27,8,9,4.988452832,1.57967673,29,27,8,0,0,1,144.1,148,9.228637739,4.115473586,1.060046227,0.426540284,0.25592417,0.317535545,93.00862069,Jack Flaherty,17479,656427
SEA,2023,31,0,1,8.100000772,2.700000257,1,1,0,0,0,0,3.1,3,8.100000772,13.50000129,0,0.4,0.3,0.3,93,Robbie Ray,11486,592662
- - -,2023,28,2,0,7.363638299,2.09090964,11,0,0,0,1,1,11,8,6.545456266,4.909092199,1.636364066,0.292682926,0.292682926,0.414634146,92.984375,Anthony Misiewicz,18152,664948
TEX,2023,26,2,1,5.046730411,1.457944341,26,0,0,0,4,5,35.2,30,7.570095617,3.532711288,1.261682603,0.462962962,0.166666666,0.37037037,92.97416974,Grant Anderson,20546,681982
ATL,2023,27,1,3,6.96774215,1.838709734,9,7,0,0,0,0,31,34,9.870968046,4.935484023,1.451612948,0.602040816,0.214285714,0.183673469,92.96385542,Kyle Wright,19665,657140
LAA,2023,26,2,6,5.684210877,1.469635718,34,6,0,0,2,2,82.1,62,6.777328354,3.279352429,2.186234953,0.36329588,0.187265917,0.449438202,92.95387841,Jaime Barria,18356,642545
MIA,2023,30,0,0,11.04545502,2.181818276,4,0,0,0,0,0,7.1,7,8.590909463,3.681818341,2.454545561,0.392857142,0.25,0.357142857,92.94495413,Archie Bradley,12918,605151
DET,2023,27,2,5,4.453608423,1.051546433,15,12,4,0,0,1,64.2,58,8.072165266,2.783505264,1.670103158,0.362637362,0.175824175,0.461538461,92.92828685,Alex Faedo,19874,656412
ATL,2023,25,2,2,6.402062107,1.484536141,7,6,1,0,0,0,32.1,29,8.072165266,3.340206317,2.505154738,0.448979591,0.204081632,0.346938775,92.92567568,Michael Soroka,18383,647336
NYM,2023,32,0,0,2.45454588,1.09090928,3,0,0,0,0,0,3.2,3,7.36363764,0,0,0.272727272,0.09090909,0.636363636,92.91666667,Vinny Nittoli,16754,657697
MIN,2023,33,8,8,2.788043478,1.14673913,32,32,17,0,0,0,184,183,8.951086957,2.690217391,0.391304348,0.473267326,0.221782178,0.304950495,92.89983444,Sonny Gray,12768,543243
ATL,2023,29,0,0,3.000000238,1.500000119,5,0,0,0,0,0,12,11,8.250000656,3.750000298,0.75000006,0.411764705,0.294117647,0.294117647,92.89361702,Jackson Stephens,14420,623451
OAK,2023,28,1,2,4.628572816,1.714286228,15,0,0,0,3,7,11.2,9,6.942859224,4.628572816,0.771428803,0.463414634,0.268292682,0.268292682,92.89108911,Kirby Snead,19179,669912
CLE,2023,25,0,0,0,1,1,0,0,0,0,0,2,2,9,4.5,0,0.4,0,0.6,92.88888889,Konnor Pilkington,21453,663455
CHC,2023,25,5,3,3.045731955,1.225609856,32,10,4,0,1,2,109.1,94,7.737805508,3.375000275,1.070122038,0.469055374,0.185667752,0.345276872,92.87543655,Javier Assad,21741,665871
CIN,2023,26,0,0,9,3,1,0,0,0,0,0,3,0,0,9,0,0.666666666,0.166666666,0.166666666,92.875,Jake Wong,23095,673858
- - -,2023,26,1,0,10.38461615,1.846153982,7,0,0,0,0,0,8.2,6,6.230769688,6.230769688,4.153846459,0.428571428,0.071428571,0.5,92.86746988,Devin Sweet,25348,682967
MIL,2023,32,6,6,4.548128505,1.187165818,26,22,4,0,0,0,124.2,110,7.941176754,2.743315606,1.660427867,0.43767313,0.185595567,0.376731301,92.85903984,Colin Rea,12317,607067
CIN,2023,25,5,5,4.461538752,1.282051366,23,23,7,0,0,0,117,98,7.53846203,3.000000196,1.384615475,0.373563218,0.201149425,0.425287356,92.85298197,Brandon Williamson,25463,682227
KCR,2023,30,1,3,8.15094457,1.754717234,17,1,0,0,2,0,17.2,26,13.24528493,4.58490632,2.037736142,0.458333333,0.208333333,0.333333333,92.84431138,Josh Taylor,17359,657031
LAA,2023,29,1,1,2.7,1,3,1,0,0,0,0,10,6,5.4,3.6,0.9,0.571428571,0.107142857,0.321428571,92.84210526,Carson Fulmer,18311,608334
OAK,2023,29,0,0,10.6071443,1.928571691,9,0,0,0,2,2,9.1,7,6.75000092,1.928571691,1.928571691,0.243243243,0.351351351,0.405405405,92.83561644,Domingo Acevedo,17092,642758
SDP,2023,26,0,0,0,2,1,0,0,0,0,0,1,2,18,18,0,1,0,0,92.83333333,Jose Espada,21131,664744
SFG,2023,33,7,3,4.655173638,1.365517601,55,8,0,1,2,6,48.1,31,5.772415312,2.048276401,0.372413891,0.607361963,0.202453987,0.190184049,92.79657795,Scott Alexander,10591,518397
TOR,2023,30,2,1,4.954129134,1.348624042,56,3,0,0,2,11,72.2,105,13.00458898,4.334862992,1.610091969,0.319767441,0.191860465,0.488372093,92.7955707,Trevor Richards,19309,670950
ARI,2023,33,0,0,6.750000402,1.500000089,4,0,0,0,0,0,5.1,4,6.750000402,5.062500302,3.375000201,0.25,0.375,0.375,92.79411765,Cole Sulser,15256,642121
CHW,2023,29,1,9,5.294117885,1.529411833,26,11,3,1,0,1,85,58,6.141176746,3.176470731,1.588235365,0.412587412,0.181818181,0.405594405,92.79332273,Jesse Scholtens,19205,669947
HOU,2023,26,10,5,4.555555556,1.265432099,31,31,11,0,0,0,162,159,8.833333333,3.444444444,1.388888889,0.256017505,0.188183807,0.555798687,92.78418549,Cristian Javier,17606,664299
TOR,2023,25,3,9,5.874046144,1.740458117,19,19,4,0,0,0,87.1,79,8.141221848,6.080153026,1.545801617,0.37735849,0.211320754,0.411320754,92.77846791,Alek Manoah,26410,666201
CIN,2023,24,8,6,3.868902619,1.317073232,21,21,9,0,0,0,109.1,120,9.87804924,3.621951388,1.317073232,0.286206896,0.196551724,0.517241379,92.77449947,Andrew Abbott,29911,671096
CIN,2023,28,1,0,6.5,1.444444444,5,2,0,0,0,0,18,9,4.5,3.5,0.5,0.396825396,0.19047619,0.412698412,92.76213592,Brett Kennedy,17877,664028
HOU,2023,26,2,2,4,1.296296296,6,6,2,0,0,0,27,31,10.33333333,3.333333333,1,0.263888888,0.291666666,0.444444444,92.75694444,Luis Garcia,23735,677651
LAD,2023,26,11,8,4.602272927,1.159090959,21,21,11,0,0,0,117.1,117,8.974432207,1.840909171,1.840909171,0.370820668,0.176291793,0.452887537,92.75270108,Julio Urias,14765,628711
- - -,2023,33,5,3,5.53416254,1.416149337,60,0,0,1,2,5,53.2,59,9.894411813,3.689441693,1.006211371,0.37062937,0.3006993,0.328671328,92.69547325,Brad Hand,9111,543272
COL,2023,27,1,7,7.522901366,1.648855094,27,13,2,0,0,0,87.1,67,6.904580706,2.885496414,1.958015424,0.334437086,0.198675496,0.466887417,92.66588235,Connor Seabold,19695,657756
MIN,2023,28,1,2,3.155844234,1.051948078,5,5,1,0,0,0,25.2,28,9.818182061,1.753246797,1.753246797,0.376811594,0.173913043,0.449275362,92.66055046,Tyler Mahle,16358,641816
MIL,2023,27,0,1,4.90909176,1.3636366,2,1,0,0,0,0,7.1,5,6.1363647,2.45454588,1.22727294,0.583333333,0.166666666,0.25,92.6557377,Janson Junk,23301,676083
OAK,2023,26,3,6,7.142857575,1.507936599,14,6,2,0,0,0,63,56,8.000000484,4.000000242,1.428571515,0.396907216,0.159793814,0.443298969,92.65551181,Hogan Harris,21520,663687
PHI,2023,30,15,6,4.378378636,1.308880386,31,31,11,0,0,0,172.2,138,7.193050617,3.700772419,1.042471104,0.446183953,0.18590998,0.367906066,92.64913793,Taijuan Walker,11836,592836
MIA,2023,31,0,0,7.36363764,2.18181856,3,0,0,0,0,0,3.2,3,7.36363764,2.45454588,2.45454588,0.6,0.2,0.2,92.64864865,Chi Chi Gonzalez,14663,592346
NYM,2023,37,1,7,3.210811142,1.216216342,66,0,0,12,3,12,61.2,62,9.048649582,4.232432869,1.021621727,0.5625,0.1375,0.3,92.64705882,Adam Ottavino,1247,493603
- - -,2023,29,3,2,3.994898915,1.500000359,72,2,0,1,3,10,65.1,71,9.780614586,4.821429725,1.10204108,0.460674157,0.213483146,0.325842696,92.64583333,Jose Cuas,17701,621016
KCR,2023,31,1,2,6.151899031,1.670886157,6,2,0,0,0,0,26.1,17,5.810126863,3.417721684,1.367088674,0.426966292,0.202247191,0.370786516,92.63917526,Mike Mayers,15451,594577
KCR,2023,26,3,4,4.643312215,1.261146527,9,9,4,0,0,0,52.1,34,5.8471339,2.751592424,1.547770738,0.388235294,0.164705882,0.447058823,92.63911846,Daniel Lynch IV,21537,663738
SEA,2023,24,0,0,4.5,1.333333333,3,3,0,0,0,0,12,6,4.5,2.25,0.75,0.475,0.15,0.375,92.62393162,Emerson Hancock,27470,676106
